稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント
1999-09-01,AC,-,,CAPCOM,ファイナルファイト リベンジ,,0,0
1999-09-28,AC,CPシステム3,,CAPCOM,ジョジョの奇妙な冒険 未来への遺産,,0,0
1999-12-24,AC,PS基板,ACT-SIDE,CAPCOM,ストライダー飛竜2,,0,0
2000-01-27,AC,NAOMI,,CAPCOM,スポーン イン ザ デーモンズ ハンド,,0,0
2000-02-01,AC,-,,CAPCOM,グレート魔法大作戦,ライジング / エイティング,0,0
2000-03-01,AC,-,FTG,CAPCOM,MARVEL VS. CAPCOM 2 NEW AGE OF HEROES,,0,0
2000-04-01,AC,-,,CAPCOM,パワーストーン2,,0,0
2000-06-01,AC,-,,CAPCOM,マーズマトリックス,タクミコーポレーション,0,0
2000-08-01,AC,-,,CAPCOM,CAPCOM VS. SNK MILLENNIUM FIGHT 2000,,0,0
2000-09-01,AC,-,,CAPCOM,1944 THE LOOP MASTER,ライジング / エイティング,0,0
2000-10-01,AC,-,,CAPCOM,ガンスパイク,共同開発：彩京,0,0
2000-11-01,AC,-,,CAPCOM,マイティ・パン,ミッチェル,0,0
2000-12-01,AC,NAOMI,,CAPCOM,燃えろ! ジャスティス学園,,0,0
2001-03-01,AC,-,,CAPCOM,機動戦士ガンダム 連邦vs.ジオン,,0,0
2001-03-01,AC,-,FTG,CAPCOM,ストリートファイターZERO3↑,,0,0
2001-04-01,AC,-,,CAPCOM,プロギアの嵐,ケイブ,0,0
2001-05-01,AC,-,,CAPCOM,CAPCOM VS. SNK MILLENNIUM FIGHT 2000 PRO,,0,0
2001-01-01,AC,-,,CAPCOM,怒首領蜂II,IGS,0,0
2001-07-01,AC,-,,CAPCOM,ガンサバイバー2 バイオハザード CODE:Veronica,,0,0
2001-08-01,AC,-,,CAPCOM,CAPCOM VS. SNK 2 MILLIONAIRE FIGHTING 2001,,0,0
2001-09-01,AC,-,,CAPCOM,機動戦士ガンダム 連邦vs.ジオンDX,,0,0
2001-09-01,AC,-,,CAPCOM,ヘビーメタル ジオマトリックス（英語版）,,0,0
2002-01-01,AC,-,,CAPCOM,雀國志・覇王の采牌,,0,0
2002-02-01,AC,-,,CAPCOM,銃武者羅,ミッチェル,0,0
2003-09-01,AC,-,,CAPCOM,機動戦士Ζガンダム エゥーゴvs.ティターンズ,,0,0
2003-11-01,AC,-,,CAPCOM,PRIDE GP 2003,,0,0
2004-01-01,AC,-,FTG,CAPCOM,ハイパーストリートファイターII アニバーサリーエディション,,0,0
2004-08-01,AC,-,,CAPCOM,機動戦士Ζガンダム エゥーゴvs.ティターンズDX,,0,0
2004-10-01,AC,-,,CAPCOM,CAPCOM FIGHTING Jam,,0,0
2005-07-01,AC,-,,CAPCOM,機動戦士ガンダムSEED 連合vs.Z.A.F.T.,,0,0
2006-03-01,AC,-,,CAPCOM,ロックマンエグゼ バトルチップスタジアム,,0,0
2006-06-01,AC,-,,CAPCOM,機動戦士ガンダムSEED DESTINY 連合vs.Z.A.F.T.II,,0,0
2006-09-01,AC,-,,CAPCOM,ワンタメ ミュージックチャンネル,共同開発：タカラトミー,0,0
2008-03-01,AC,-,,CAPCOM,機動戦士ガンダム ガンダムVS.ガンダム,,0,0
2008-04-01,AC,-,,CAPCOM,戦国BASARA X,アークシステムワークス,0,0
2008-07-18,AC,-,FTG,CAPCOM,ストリートファイターIV,共同開発：ディンプス,0,0
2008-11-01,AC,-,,CAPCOM,タツノコ VS. CAPCOM CROSS GENERATION OF HEROES,エイティング,0,0
2008-12-01,AC,-,,CAPCOM,Fate/unlimited codes,エイティング,0,0
2009-03-01,AC,-,,CAPCOM,機動戦士ガンダム ガンダムVS.ガンダムNEXT,,0,0
2010-12-01,AC,-,FTG,CAPCOM,スーパーストリートファイターIV アーケードエディション,,0,0
2013-09-01,AC,-,,CAPCOM,モンハン日記 プリプリプーギーレース,,0,0
2014-04-01,AC,-,FTG,CAPCOM,ウルトラストリートファイターIV,,0,0
2014-10-01,AC,-,FTG,CAPCOM,ハイパーストリートファイターII,,0,0
2014-11-06,AC,-,FTG,CAPCOM,ストリートファイターIII 3rd STRIKE,,0,0
2014-12-01,AC,-,,CAPCOM,ヴァンパイア セイヴァー,,0,0
2014-12-01,AC,-,FTG,CAPCOM,ストリートファイターZERO3,,0,0
2015-06-01,AC,-,,CAPCOM,ルイージマンション アーケード,,0,0
2015-06-01,AC,-,,CAPCOM,モンスターハンター スピリッツ,共同開発：マーベラス,0,0
2015-07-01,AC,-,,CAPCOM,crossbeats REV.,,0,0
2016-03-01,AC,-,,CAPCOM,モンスターハンター スピリッツ 狩魂,共同開発：マーベラス,0,0
2016-04-01,AC,-,,CAPCOM,crossbeats REV. SUNRISE,,0,0
2016-11-17,AC,-,,CAPCOM,モンスターハンター スピリッツ2 トリプルソウル,共同開発：マーベラス,0,0
2019-03-14,AC,-,FTG,CAPCOM,ストリートファイターV タイプアーケード,,0,0
2023-12-14,AC,-,FTG,CAPCOM,ストリートファイター6 タイプアーケード,,0,0
1978-01-01,AC,-,,NAMCO,ジービー,,0,0
1979-01-01,AC,-,,NAMCO,SOS,,0,0
1979-01-01,AC,-,,NAMCO,ギャラクシアン,,0,0
1979-01-01,AC,-,,NAMCO,キューティQ,,0,0
1979-01-01,AC,-,,NAMCO,ボムビー,,0,0
1980-01-01,AC,-,,NAMCO,海底宝探し,共同開発：K.K.特機,0,0
1980-01-01,AC,-,,NAMCO,キング&バルーン,,0,0
1980-01-01,AC,-,,NAMCO,タンクバタリアン,,0,0
1980-01-01,AC,-,,NAMCO,ナバロン (Navarone),,0,0
1980-01-01,AC,-,,NAMCO,パックマン,,0,0
1980-01-01,AC,-,,NAMCO,ラリーX,,0,0
1981-01-01,AC,-,,NAMCO,ギャラガ,,0,0
1981-01-01,AC,-,,NAMCO,ニューラリーX,,0,0
1981-01-01,AC,-,,NAMCO,ボスコニアン,,0,0
1981-01-01,AC,-,,NAMCO,ワープ&ワープ,,0,0
1982-01-01,AC,-,,NAMCO,スーパーパックマン,,0,0
1982-01-01,AC,-,,NAMCO,ディグダグ,,0,0
1982-01-01,AC,-,,NAMCO,ポールポジション,,0,0
1983-01-01,AC,-,SHT-TOP,NAMCO,ゼビウス,,0,0
1983-01-01,AC,-,,NAMCO,パック&パル,,0,0
1983-01-01,AC,-,,NAMCO,フォゾン,,0,0
1983-01-01,AC,-,,NAMCO,ポールポジションII,,0,0
1983-01-01,AC,-,,NAMCO,マッピー,,0,0
1983-01-01,AC,-,,NAMCO,リブルラブル,,0,0
1984-01-01,AC,-,,NAMCO,ギャプラス,,0,0
1984-01-01,AC,-,,NAMCO,グロブダー,,0,0
1984-01-01,AC,-,SHT-TOP,NAMCO,スーパーゼビウス,,0,0
1984-01-01,AC,-,,NAMCO,ドルアーガの塔,,0,0
1984-01-01,AC,-,,NAMCO,パックランド,,0,0
1985-01-01,AC,-,,NAMCO,スカイキッド,,0,0
1985-01-01,AC,-,,NAMCO,ディグダグII,,0,0
1985-01-01,AC,-,,NAMCO,ドラゴンバスター,,0,0
1985-01-01,AC,-,,NAMCO,バラデューク,,0,0
1985-01-01,AC,-,,NAMCO,Vs.スターラスター,,0,0
1985-01-01,AC,-,,NAMCO,Vs.バトルシティー,,0,0
1985-01-01,AC,-,,NAMCO,メトロクロス,,0,0
1985-01-01,AC,-,,NAMCO,モトス,,0,0
1986-01-01,AC,-,,NAMCO,アサシン,,0,0
1986-01-01,AC,-,,NAMCO,イシターの復活,,0,0
1986-01-01,AC,-,ACT,NAMCO,源平討魔伝,,0,0
1986-01-01,AC,-,,NAMCO,サンダーセプター,,0,0
1986-01-01,AC,-,,NAMCO,スカイキッドDX,,0,0
1986-01-01,AC,-,,NAMCO,3DサンダーセプターII,,0,0
1986-01-01,AC,-,,NAMCO,トイポップ,,0,0
1986-01-01,AC,-,,NAMCO,Vs.スーパースカイキッド,,0,0
1986-01-01,AC,-,SHT-TOP,NAMCO,Vs.スーパーゼビウス,,0,0
1986-01-01,AC,-,,NAMCO,Vs.バベルの塔,,0,0
1986-01-01,AC,-,野球,NAMCO,Vs.プロ野球ファミリースタジアム（■）,,0,0
1986-01-01,AC,-,,NAMCO,Vs.ワルキューレの冒険（■）,,0,0
1986-01-01,AC,-,,NAMCO,ホッピングマッピー,,0,0
1986-01-01,AC,-,,NAMCO,ローリングサンダー,,0,0
1987-01-01,AC,-,,NAMCO,ギャラガ'88,,0,0
1987-01-01,AC,-,,NAMCO,クエスター (Quester)（★）,,0,0
1987-01-01,AC,-,,NAMCO,クエスター スペシャルエディション,,0,0
1987-01-01,AC,-,SHT-TOP,NAMCO,ドラゴンスピリット,,0,0
1987-01-01,AC,-,,NAMCO,パックマニア,,0,0
1987-01-01,AC,-,,NAMCO,ファイナルラップ,,0,0
1987-01-01,AC,-,,NAMCO,Vs.ファミリーテニス,,0,0
1987-01-01,AC,-,,NAMCO,Vs.ファミリーボクシング,,0,0
1987-01-01,AC,-,野球,NAMCO,Vs.プロ野球ファミリースタジアム'87,,0,0
1987-01-01,AC,-,,NAMCO,ブレイザー,,0,0
1987-01-01,AC,-,ACT-SIDE,NAMCO,妖怪道中記,,0,0
1987-01-01,AC,-,,NAMCO,ワンダーモモ,,0,0
1988-01-01,AC,-,,NAMCO,アサルト,,0,0
1988-01-01,AC,-,,NAMCO,アサルトプラス,,0,0
1988-01-01,AC,-,SHT,NAMCO,オーダイン,,0,0
1988-01-01,AC,-,ACT-SIDE,NAMCO,スプラッターハウス,,0,0
1988-01-01,AC,-,,NAMCO,超絶倫人ベラボーマン,,0,0
1988-01-01,AC,-,,NAMCO,爆突機銃艇 バラデュークII,,0,0
1988-01-01,AC,-,,NAMCO,Vs.カイの冒険（■）,,0,0
1988-01-01,AC,-,,NAMCO,Vs.スーパーチャイニーズ,,0,0
1988-01-01,AC,-,,NAMCO,フェイスオフ,,0,0
1988-01-01,AC,-,,NAMCO,プロテニス ワールドコート,,0,0
1988-01-01,AC,-,野球,NAMCO,Vs.プロ野球ファミリースタジアム'88,,0,0
1988-01-01,AC,-,野球,NAMCO,プロ野球ワールドスタジアム,,0,0
1988-01-01,AC,-,,NAMCO,未来忍者 慶雲機忍外伝,,0,0
1988-01-01,AC,-,,NAMCO,メタルホーク,,0,0
1988-01-01,AC,-,,NAMCO,メルヘンメイズ,,0,0
1989-01-01,AC,-,,NAMCO,ウイニングラン,,0,0
1989-01-01,AC,-,,NAMCO,ウイニングラン鈴鹿グランプリ,,0,0
1989-01-01,AC,-,,NAMCO,ダートフォックス (Dirt Fox),,0,0
1989-01-01,AC,-,,NAMCO,デンジャラスシード,,0,0
1989-01-01,AC,-,,NAMCO,バーニングフォース,,0,0
1989-01-01,AC,-,,NAMCO,ファイネストアワー,,0,0
1989-01-01,AC,-,SHT-TOP,NAMCO,フェリオス,,0,0
1989-01-01,AC,-,,NAMCO,フォートラックス (Four Trax),,0,0
1989-01-01,AC,-,,NAMCO,ブラストオフ,,0,0
1989-01-01,AC,-,野球,NAMCO,プロ野球ワールドスタジアム'89開幕版,,0,0
1989-01-01,AC,-,,NAMCO,ロンパーズ,,0,0
1989-01-01,AC,-,,NAMCO,ワルキューレの伝説,,0,0
1990-01-01,AC,-,,NAMCO,ギャラクシアン3,,0,0
1990-01-01,AC,-,,NAMCO,球界道中記,,0,0
1990-01-01,AC,-,,NAMCO,ゴーリーゴースト,,0,0
1990-01-01,AC,-,,NAMCO,倉庫番DX,,0,0
1990-01-01,AC,-,,NAMCO,ドラゴンセイバー（★）,,0,0
1990-01-01,AC,-,,NAMCO,パズルクラブ(未発表),,0,0
1990-01-01,AC,-,,NAMCO,ピストル大名の冒険,,0,0
1990-01-01,AC,-,,NAMCO,ファイナルラップ2,,0,0
1990-01-01,AC,-,野球,NAMCO,プロ野球ワールドスタジアム'90激闘版,,0,0
1990-01-01,AC,-,,NAMCO,マーベルランド,,0,0
1991-01-01,AC,-,,NAMCO,ウィニングラン'91,,0,0
1991-01-01,AC,-,,NAMCO,SUPERワールドスタジアム,,0,0
1991-01-01,AC,-,,NAMCO,スターブレード（★）,,0,0
1991-01-01,AC,-,,NAMCO,スティールガンナー,,0,0
1991-01-01,AC,-,,NAMCO,タンクフォース（★）,,0,0
1991-01-01,AC,-,,NAMCO,ソルバルウ（★）,,0,0
1991-01-01,AC,-,,NAMCO,ドライバーズアイ,,0,0
1991-01-01,AC,-,,NAMCO,ローリングサンダー2（★）,,0,0
1992-01-01,AC,-,,NAMCO,エクスバニア,,0,0
1992-01-01,AC,-,,NAMCO,F/A,,0,0
1992-01-01,AC,-,,NAMCO,コズモギャング・ザ・パズル（★）,,0,0
1992-01-01,AC,-,,NAMCO,コズモギャング・ザ・ビデオ（★）,,0,0
1992-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'92,,0,0
1992-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'92 激闘版,,0,0
1992-01-01,AC,-,,NAMCO,スズカエイトアワーズ,,0,0
1992-01-01,AC,-,,NAMCO,スティールガンナー2,,0,0
1992-01-01,AC,-,,NAMCO,爆裂クイズ魔Q大冒険,,0,0
1992-01-01,AC,-,,NAMCO,バブルトラブル -ゴーリーゴースト2-,,0,0
1992-01-01,AC,-,,NAMCO,ファイナルラップ3,,0,0
1993-01-01,AC,-,,NAMCO,エアーコンバット,,0,0
1993-01-01,AC,-,,NAMCO,エメラルディア（★）,,0,0
1993-01-01,AC,-,野球,NAMCO,グレートスラッガーズ NEWワールドスタジアム,,0,0
1993-01-01,AC,-,,NAMCO,サイバースレッド（★）,,0,0
1993-01-01,AC,-,,NAMCO,スーパーワールドコート,,0,0
1993-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'93 激闘版,,0,0
1993-01-01,AC,-,,NAMCO,スズカエイトアワーズ2,,0,0
1993-01-01,AC,-,,NAMCO,ナックルヘッズ（★）,,0,0
1993-01-01,AC,-,,NAMCO,ニューマンアスレチックス（★）,,0,0
1993-01-01,AC,-,,NAMCO,熱闘!激闘!クイズ島,,0,0
1993-01-01,AC,-,,NAMCO,余命検索サービス X-DAY,,0,0
1993-01-01,AC,-,,NAMCO,ラッキー&ワイルド,,0,0
1993-01-01,AC,-,RCG,NAMCO,リッジレーサー,,0,0
1994-01-01,AC,-,,NAMCO,アタックオブザゾルギア,,0,0
1994-01-01,AC,-,,NAMCO,エースドライバー,,0,0
1994-01-01,AC,-,,NAMCO,ガンバレット,,0,0
1994-01-01,AC,-,野球,NAMCO,グレートスラッガーズ'94,,0,0
1994-01-01,AC,-,,NAMCO,サイバーコマンド,,0,0
1994-01-01,AC,-,サッカー,NAMCO,Jリーグサッカー Vシュート,,0,0
1994-01-01,AC,-,,NAMCO,ティンクルピット,,0,0
1994-01-01,AC,-,FTG,NAMCO,鉄拳,,0,0
1994-01-01,AC,-,,NAMCO,ネビュラスレイ,,0,0
1994-01-01,AC,-,,NAMCO,ファイナルラップR,,0,0
1994-01-01,AC,-,RCG,NAMCO,リッジレーサー2,,0,0
1995-01-01,AC,-,,NAMCO,アウトフォクシーズ,,0,0
1995-01-01,AC,-,,NAMCO,アルペンレーサー,,0,0
1995-01-01,AC,-,,NAMCO,エアーコンバット22,,0,0
1995-01-01,AC,-,,NAMCO,恋愛寿命+肉体寿命 X-DAY2,,0,0
1995-01-01,AC,-,,NAMCO,サイバーサイクルズ,,0,0
1995-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'95,,0,0
1995-01-01,AC,-,,NAMCO,ダートダッシュ,,0,0
1995-01-01,AC,-,FTG,NAMCO,鉄拳2,,0,0
1995-01-01,AC,-,,NAMCO,ナムコクラシックコレクションVol.1,,0,0
1995-01-01,AC,-,RCG,NAMCO,レイブレーサー,,0,0
1995-01-01,AC,-,,NAMCO,マッハブレイカーズ,,0,0
1996-01-01,AC,-,,NAMCO,アクアジェット,,0,0
1996-01-01,AC,-,,NAMCO,アルペンサーファー,,0,0
1996-01-01,AC,-,,NAMCO,アルペンレーサー2,,0,0
1996-01-01,AC,-,,NAMCO,エースドライバー ビクトリーラップ,,0,0
1996-01-01,AC,-,,NAMCO,人類全能化計画・技脳体,,0,0
1996-01-01,AC,-,,NAMCO,子育てクイズ マイエンジェル,MOSS,0,0
1996-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'96,,0,0
1996-01-01,AC,-,,NAMCO,ゼビウス3D/G,,0,0
1996-01-01,AC,-,FTG,NAMCO,ソウルエッジ,,0,0
1996-01-01,AC,-,,NAMCO,タイムクライシス,,0,0
1996-01-01,AC,-,,NAMCO,ダンシングアイ,,0,0
1996-01-01,AC,-,,NAMCO,ダンクマニア,,0,0
1996-01-01,AC,-,,NAMCO,トーキョーウォーズ,,0,0
1996-01-01,AC,-,,NAMCO,ナムコクラシックコレクションVol.2,,0,0
1996-01-01,AC,-,,NAMCO,プライムゴールEX,,0,0
1996-01-01,AC,-,,NAMCO,プロップサイクル,,0,0
1996-01-01,AC,-,,NAMCO,ポケットレーサー,,0,0
1997-01-01,AC,-,,NAMCO,アブノーマルチェック,,0,0
1997-01-01,AC,-,,NAMCO,アルマジロレーシング,,0,0
1997-01-01,AC,-,,NAMCO,子育てクイズ マイエンジェル2,MOSS,0,0
1997-01-01,AC,-,,NAMCO,新日本プロレスリング闘魂烈伝3 アーケードエディション,,0,0
1997-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'97,,0,0
1997-01-01,AC,-,,NAMCO,スタアオーディション,,0,0
1997-01-01,AC,-,,NAMCO,スタースイープ,,0,0
1997-01-01,AC,-,FTG,NAMCO,鉄拳3,アクセラ,0,0
1997-01-01,AC,-,,NAMCO,ファイナルハロン,,0,0
1997-01-01,AC,-,,NAMCO,モトクロスゴー!,,0,0
1997-01-01,AC,-,,NAMCO,ラピッドリバー,,0,0
1997-01-01,AC,-,,NAMCO,リベログランデ,,0,0
1998-01-01,AC,-,,NAMCO,エアガイツ,ドリームファクトリー,0,0
1998-01-01,AC,-,,NAMCO,ガンバァール,,0,0
1998-01-01,AC,-,,NAMCO,ガンメンウォーズ,,0,0
1998-01-01,AC,-,,NAMCO,子育てクイズ マイエンジェル3 マイリトルペット,MOSS,0,0
1998-01-01,AC,-,,NAMCO,ダービークイズ マイドリームホース,MOSS,0,0
1998-01-01,AC,-,,NAMCO,SUPERワールドスタジアム'98,,0,0
1998-01-01,AC,-,FTG,NAMCO,ソウルキャリバー,,0,0
1998-01-01,AC,-,,NAMCO,タイムクライシス2,,0,0
1998-01-01,AC,-,,NAMCO,ダウンヒルバイカーズ,,0,0
1998-01-01,AC,-,,NAMCO,テクノドライブ,,0,0
1998-01-01,AC,-,,NAMCO,てんこもりシューティング,,0,0
1998-01-01,AC,-,,NAMCO,パニックパーク,,0,0
1998-01-01,AC,-,,NAMCO,ハンマーチャンプ,,0,0
1996-01-01,AC,-,,NAMCO,ファイティングレイヤー,アリカ,0,0
1996-01-01,AC,-,,NAMCO,ファイナルハロン2,,0,0
1996-01-01,AC,-,,NAMCO,ファミリーボウル,,0,0
1996-01-01,AC,-,,NAMCO,レースオン!,,0,0
1999-01-01,AC,-,,NAMCO,アングラーキング,,0,0
1999-01-01,AC,-,,NAMCO,ウンジャマ・ラミーNOW!,,0,0
1999-01-01,AC,-,,NAMCO,オーバキューン,ライジング,0,0
1999-01-01,AC,-,,NAMCO,開運クイズ・幸福の旅人,MOSS,0,0
1999-01-01,AC,-,,NAMCO,ギタージャム,,0,0
1999-01-01,AC,-,,NAMCO,クイック&クラッシュ,,0,0
1999-01-01,AC,-,,NAMCO,クエストフォーフェイム,,0,0
1999-01-01,AC,-,,NAMCO,クライシスゾーン,,0,0
1999-01-01,AC,-,,NAMCO,新日本プロレスリング闘魂烈伝4 アーケードエディション,,0,0
1999-01-01,AC,-,,NAMCO,SUPERワールドスタジアム1999,,0,0
1999-01-01,AC,-,FTG,NAMCO,鉄拳タッグトーナメント,,0,0
1999-01-01,AC,-,,NAMCO,バランストライ,,0,0
1999-01-01,AC,-,,NAMCO,500GP,,0,0
1996-01-01,AC,-,,NAMCO,ミスタードリラー,,0,0
1996-01-01,AC,-,,NAMCO,ミリオンヒッツ,,0,0
2000-01-01,AC,-,,NAMCO,アクアラッシュ,,0,0
2000-01-01,AC,-,,NAMCO,カートデュエル,,0,0
2000-01-01,AC,-,,NAMCO,ガンバリィーナ,,0,0
2000-01-01,AC,-,,NAMCO,恋のパラパラ大作戦,,0,0
2000-01-01,AC,-,,NAMCO,ゴルゴ13,エイティング／ライジング,0,0
2000-01-01,AC,-,,NAMCO,ゴルゴ13 奇跡の弾道,エイティング／ライジング,0,0
2000-01-01,AC,-,,NAMCO,SUPERワールドスタジアム2000,,0,0
2000-01-01,AC,-,,NAMCO,テクノヴェルク,,0,0
2000-01-01,AC,-,,NAMCO,トラック狂走曲,,0,0
2000-01-01,AC,-,,NAMCO,ニンジャアサルト,,0,0
2000-01-01,AC,-,,NAMCO,ミスタードリラー2,,0,0
2000-01-01,AC,-,RCG,NAMCO,リッジレーサーV アーケードバトル,,0,0
2000-01-01,AC,-,,NAMCO,ワールドキックス,,0,0
2001-01-01,AC,-,,NAMCO,ヴァンパイアナイト,ワウ エンターテイメント,0,0
2001-01-01,AC,-,,NAMCO,GAHAHA・一発堂,メトロ,0,0
2001-01-01,AC,-,,NAMCO,ガンサバイバー2 バイオハザード CODE:Veronica,カプコン,0,0
2001-01-01,AC,-,,NAMCO,機動戦士ガンダム 連邦vs.ジオン,カプコン,0,0
2001-01-01,AC,-,,NAMCO,機動戦士ガンダム 連邦vs.ジオンDX,,0,0
2001-01-01,AC,-,,NAMCO,ことばのパズル もじぴったん,,0,0
2001-01-01,AC,-,,NAMCO,ゴルゴ13 銃声の鎮魂歌,,0,0
2001-01-01,AC,-,野球,NAMCO,スーパーワールドスタジアム2001,,0,0
2001-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人,,0,0
2001-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人2,,0,0
2001-01-01,AC,-,FTG,NAMCO,鉄拳4,,0,0
2001-01-01,AC,-,,NAMCO,フォトバトール,,0,0
2001-01-01,AC,-,,NAMCO,ミスタードリラーグレート,,0,0
2001-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト,,0,0
2002-01-01,AC,-,,NAMCO,宇宙大作戦チョコベーダー CONTACTEE,,0,0
2002-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人3,,0,0
2002-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人4,,0,0
2002-01-01,AC,-,,NAMCO,つっこみ養成ギプス ナイス★ツッコミ,メトロ,0,0
2002-01-01,AC,-,,NAMCO,スタートリゴン,,0,0
2002-01-01,AC,-,FTG,NAMCO,ソウルキャリバーII,,0,0
2002-01-01,AC,-,野球,NAMCO,熱チュー!プロ野球2002,,0,0
2002-01-01,AC,-,,NAMCO,パニクルパネクル,,0,0
2002-01-01,AC,-,,NAMCO,魔斬,,0,0
2002-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイトR,,0,0
2003-01-01,AC,-,,NAMCO,機動戦士Ζガンダム エゥーゴvs.ティターンズ,カプコン,0,0
2003-01-01,AC,-,,NAMCO,青春クイズカラフルハイスクール,エイティング,0,0
2003-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人5,,0,0
2003-01-01,AC,-,,NAMCO,タイムクライシス3,,0,0
2003-01-01,AC,-,,NAMCO,ドラゴンクロニクル,,0,0
2004-01-01,AC,-,,NAMCO,機動戦士Ζガンダム エゥーゴvs.ティターンズDX,カプコン,0,0
2004-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人6,,0,0
2004-01-01,AC,-,FTG,NAMCO,鉄拳5（●）,,0,0
2004-01-01,AC,-,,NAMCO,ドラゴンクロニクルオンライン 〜天空大決戦〜（●）,,0,0
2004-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE,,0,0
2005-01-01,AC,-,,NAMCO,THE IDOLM@STER（●）,,0,0
2005-01-01,AC,-,,NAMCO,カウンターストライクネオ（●）,,0,0
2005-01-01,AC,-,,NAMCO,機動戦士ガンダムSEED 連合vs.Z.A.F.T.,カプコン、バンプレストレーベル,0,0
2005-01-01,AC,-,,NAMCO,機動戦士ガンダム0079カードビルダー（●） - バンプレストレーベル,,0,0
2005-01-01,AC,-,,NAMCO,コブラ・ザ・アーケード,,0,0
2005-01-01,AC,-,,NAMCO,超ドラゴンボールZ,クラフト&マイスター,0,0
2005-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人7,,0,0
2005-01-01,AC,-,FTG,NAMCO,鉄拳5 DARK RESURRECTION（●）,,0,0
2005-01-01,AC,-,RCG,NAMCO,マリオカート アーケードグランプリ,,0,0
2005-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 2,,0,0
2006-01-01,AC,-,,NAMCO,機動戦士ガンダムSEED DESTINY 連合vs.Z.A.F.T.II,カプコン、バンプレストレーベル,0,0
2006-01-01,AC,-,,NAMCO,機動戦士ガンダム スピリッツオブジオン 〜修羅の双星〜 - バンプレストレーベル,,0,0
2006-01-01,AC,-,,NAMCO,機動戦士ガンダム 戦場の絆 REV.1（●）- バンプレストレーベル,,0,0
2006-01-01,AC,-,,NAMCO,キン肉マン マッスルグランプリ,アキ,0,0
2006-01-01,AC,-,,NAMCO,クイズ機動戦士ガンダム 問・戦士,クラフト&マイスター,0,0
2006-01-01,AC,-,,NAMCO,THE BATTLE OF 幽☆遊☆白書 〜死闘!暗黒武術会〜,ディンプス、バンプレストレーベル,0,0
2006-01-01,AC,-,FTG,NAMCO,ソウルキャリバーIII ARCADE EDITION,,0,0
2006-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人8,,0,0
2006-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人9,,0,0
2006-01-01,AC,-,,NAMCO,タイムクライシス4,,0,0
2006-01-01,AC,-,,NAMCO,ドルアーガオンライン THE STORY OF AON（●）,,0,0
2006-01-01,AC,-,,NAMCO,みんなで鍛える全脳トレーニング（●）,,0,0
2007-01-01,AC,-,,NAMCO,機動戦士ガンダム スピリッツオブジオン 〜戦士の記憶〜 - バンプレストレーベル,,0,0
2007-01-01,AC,-,,NAMCO,機動戦士ガンダム0083カードビルダー（●） - バンプレストレーベル,,0,0
2007-01-01,AC,-,,NAMCO,機動戦士ガンダム0083カードビルダー 両雄激突（●） - バンプレストレーベル,,0,0
2007-01-01,AC,-,,NAMCO,キン肉マン マッスルグランプリ2,アキ,0,0
2007-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人10,,0,0
2007-01-01,AC,-,FTG,NAMCO,鉄拳6（●）,,0,0
2007-01-01,AC,-,RCG,NAMCO,マリオカート アーケードグランプリ2,,0,0
2007-01-01,AC,-,,NAMCO,ロックン・ボウロラマ,,0,0
2007-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 3,,0,0
2008-01-01,AC,-,,NAMCO,機動戦士ガンダム ガンダムVS.ガンダム - バンプレストレーベル,,0,0
2008-01-01,AC,-,,NAMCO,機動戦士ガンダム 戦場の絆 REV.2（●）,,0,0
2008-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人11,,0,0
2008-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人12,,0,0
2008-01-01,AC,-,FTG,NAMCO,鉄拳6 BLOODLINE REBELLION（●）,,0,0
2008-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 3 DX,,0,0
2009-01-01,AC,-,,NAMCO,機動戦士ガンダム ガンダムVS.ガンダム NEXT - バンプレストレーベル,,0,0
2009-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人12 ド～ン!と増量版,,0,0
