稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント
2009-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人13,,0,0
2009-01-01,AC,-,,NAMCO,TANK!TANK!TANK!（●）,,0,0
2009-01-01,AC,-,,NAMCO,弐輪-NIRIN-,,0,0
2009-01-01,AC,-,,NAMCO,レイジングストーム,,0,0
2010-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス（●）,,0,0
2010-01-01,AC,-,,NAMCO,ターミネーター サルベーション,RAW THRILLS,0,0
2010-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人14,,0,0
2010-01-01,AC,-,,NAMCO,デッドストームパイレーツ（●）,,0,0
2010-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 3 DX PLUS,,0,0
2011-01-01,AC,-,,NAMCO,機動戦士ガンダム 戦場の絆 REV.3（●）,,0,0
2011-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人（●）,,0,0
2011-01-01,AC,-,FTG,NAMCO,鉄拳タッグトーナメント2（●）,,0,0
2011-01-01,AC,-,,NAMCO,ドラゴンボール ZENKAIバトルロイヤル（●）,,0,0
2011-01-01,AC,-,,NAMCO,パックマン バトルロイヤル,,0,0
2011-01-01,AC,-,,NAMCO,マキシマムヒート,,0,0
2011-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 4（●）,,0,0
2012-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス フルブースト（●）,,0,0
2012-01-01,AC,-,,NAMCO,ダークエスケープ 3D,,0,0
2012-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 KATSU-DON（●）,,0,0
2012-01-01,AC,-,FTG,NAMCO,鉄拳タッグトーナメント2アンリミテッド（●）,,0,0
2012-01-01,AC,-,,NAMCO,ドラゴンボール ZENKAIバトルロイヤル 超サイヤ人覚醒（●）,,0,0
2013-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 ソライロVer.（●）,,0,0
2013-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 モモイロVer.（●）,,0,0
2013-01-01,AC,-,,NAMCO,マッハストーム,,0,0
2013-01-01,AC,-,RCG,NAMCO,マリオカート アーケードグランプリDX（●）,,0,0
2013-01-01,AC,-,,NAMCO,友情装着!ブットバースト,,0,0
2014-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス マキシブースト（●）,,0,0
2014-01-01,AC,-,,NAMCO,スーパーアルペンレーサー,,0,0
2014-01-01,AC,-,,NAMCO,セーラーゾンビ AKB48 アーケード・エディション,ネクスエンタテインメント,0,0
2014-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 キミドリVer.（●）,,0,0
2014-01-01,AC,-,,NAMCO,デッドストームパイレーツ Special Edition,,0,0
2014-01-01,AC,-,,NAMCO,ロストランドアドベンチャー（●）,,0,0
2014-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 5（●）,,0,0
2015-01-01,AC,-,,NAMCO,ジュラシック・パーク アーケード,RAW THRILLS,0,0
2015-01-01,AC,-,,NAMCO,シンクロニカ,,0,0
2015-01-01,AC,-,,NAMCO,スター・ウォーズ: バトルポッド,,0,0
2015-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 ムラサキVer.（●）,,0,0
2015-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 ホワイトVer.（●）,,0,0
2015-01-01,AC,-,,NAMCO,タイムクライシス5,,0,0
2015-01-01,AC,-,FTG,NAMCO,鉄拳7（●）,,0,0
2015-01-01,AC,-,,NAMCO,ドラゴンボール ゼンカイバトル（●）,,0,0
2015-01-01,AC,-,,NAMCO,ポケモンメガゲット!,,0,0
2015-01-01,AC,-,,NAMCO,ポッ拳 POKKÉN TOURNAMENT（●） - 共同制作：ポケモン,,0,0
2015-01-01,AC,-,RCG,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 5 DX,,0,0
2016-01-01,AC,-,,NAMCO,ガンバレットX,,0,0
2016-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス マキシブースト ON,,0,0
2016-01-01,AC,-,,NAMCO,機動戦士ガンダム 戦場の絆 REV.4（●）,,0,0
2016-01-01,AC,-,,NAMCO,機動戦士ガンダム U.C.カードビルダー,フロム・ソフトウェア,0,0
2016-01-01,AC,-,,NAMCO,スター・ウォーズ: バトルポッド フラットスクリーン・エディション,,0,0
2016-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 レッドVer.（●）,,0,0
2016-01-01,AC,-,,NAMCO,超釣りスピリッツ,,0,0
2016-01-01,AC,-,FTG,NAMCO,鉄拳7 FATED RETRIBUTION,,0,0
2016-01-01,AC,-,,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 5 DX PLUS,,0,0
2017-01-01,AC,-,,NAMCO,THE WALKING DEAD,RAW THRILLS,0,0
2017-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 イエローVer.（●）,,0,0
2018-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス2（●）,,0,0
2018-01-01,AC,-,,NAMCO,シュータウェイ プロ,,0,0
2018-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 ブルーVer.（●）,,0,0
2018-01-01,AC,-,,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 6,,0,0
2019-01-01,AC,-,,NAMCO,ジョジョの奇妙な冒険 ラストサバイバー,,0,0
2019-01-01,AC,-,,NAMCO,ソードアート・オンライン アーケード ディープ・エクスプローラー,,0,0
2019-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 グリーンVer.（●）,,0,0
2019-01-01,AC,-,FTG,NAMCO,鉄拳7 FATED RETRIBUTION ROUND2,,0,0
2020-01-01,AC,-,リズムゲーム,NAMCO,太鼓の達人 ニジイロVer.（●）,,0,0
2020-01-01,AC,-,,NAMCO,ポーカースタジアム,,0,0
2020-01-01,AC,-,,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 6R（●）,,0,0
2021-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス2 クロスブースト,,0,0
2021-01-01,AC,-,,NAMCO,機動戦士ガンダム 戦場の絆II,バイキング,0,0
2021-01-01,AC,-,,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 6RR（●）,,0,0
2023-01-01,AC,-,,NAMCO,機動戦士ガンダム エクストリームバーサス2 オーバーブースト,,0,0
2023-01-01,AC,-,,NAMCO,釣りスピちゃお!,,0,0
2024-01-01,AC,-,,NAMCO,湾岸ミッドナイト MAXIMUM TUNE 6RR PLUS,,0,0
1973-01-01,AC,-,,TAITO,アストロレース (Astro Race),,0,0
1973-01-01,AC,-,,TAITO,エレポン,,0,0
1973-01-01,AC,-,サッカー,TAITO,サッカー,,0,0
1973-01-01,AC,-,,TAITO,デビスカップ,,0,0
1973-01-01,AC,-,,TAITO,プロホッケー,,0,0
1974-01-01,AC,-,,TAITO,アタックUFO,,0,0
1974-01-01,AC,-,,TAITO,スピードレース,,0,0
1974-01-01,AC,-,,TAITO,T.T ボールパーク,,0,0
1974-01-01,AC,-,,TAITO,バスケットボール (Basketball),,0,0
1974-01-01,AC,-,,TAITO,ボールパーク (Ball Park),,0,0
1975-01-01,AC,-,,TAITO,アンチエアクラフト (Anti-Aircraft),,0,0
1975-01-01,AC,-,,TAITO,ウエスタンガン,,0,0
1975-01-01,AC,-,,TAITO,スピードレースDX,,0,0
1975-01-01,AC,-,,TAITO,タヒチアン (Tahitian),,0,0
1975-01-01,AC,-,,TAITO,デッドヒート (Dead Heat),,0,0
1976-01-01,AC,-,,TAITO,アタック (Attack),,0,0
1976-01-01,AC,-,,TAITO,アベンジャー (Avenger),,0,0
1976-01-01,AC,-,,TAITO,インターセプター,,0,0
1976-01-01,AC,-,,TAITO,クラッシングレース,,0,0
1976-01-01,AC,-,,TAITO,クリーンスイープ (Clean Sweep),,0,0
1976-01-01,AC,-,,TAITO,シーウルフ (Sea Wolf),ミッドウェイ社,0,0
1976-01-01,AC,-,,TAITO,スピードレースツイン,,0,0
1976-01-01,AC,-,,TAITO,バリケード (Barricade),グレムリン・インダストリー社,0,0
1977-01-01,AC,-,,TAITO,ウォールブレイク (Wall Break),,0,0
1977-01-01,AC,-,,TAITO,ガンマン (Gunman),,0,0
1977-01-01,AC,-,,TAITO,クリーンスイープII (Clean Sweep II),,0,0
1977-01-01,AC,-,,TAITO,クロスファイアー,,0,0
1977-01-01,AC,-,,TAITO,サーカス,エキシディ (Exidy) 社,0,0
1977-01-01,AC,-,サッカー,TAITO,サッカーDX (Soccer DX),,0,0
1977-01-01,AC,-,,TAITO,サファリ (Safari),,0,0
1977-01-01,AC,-,,TAITO,サブハンター,,0,0
1977-01-01,AC,-,,TAITO,シスコ400 (Cisco 400),,0,0
1977-01-01,AC,-,,TAITO,スーパーハイウェイ,,0,0
1977-01-01,AC,-,,TAITO,TTバリアー (Barrier),,0,0
1977-01-01,AC,-,,TAITO,TTブロック,,0,0
1977-01-01,AC,-,サッカー,TAITO,テーブルサッカー (Table Football),,0,0
1977-01-01,AC,-,,TAITO,デザートガン (Desert Gun),ミッドウェイ社,0,0
1977-01-01,AC,-,,TAITO,テニス (Tennis),,0,0
1977-01-01,AC,-,,TAITO,ハッスル,,0,0
1977-01-01,AC,-,,TAITO,バリケードII,,0,0
1977-01-01,AC,-,,TAITO,フィスコ400,,0,0
1977-01-01,AC,-,,TAITO,フライングフォートレス (Fying Fortress),,0,0
1977-01-01,AC,-,,TAITO,フライングフォートレスII (Fying Fortress II),,0,0
1977-01-01,AC,-,,TAITO,ボンブスアウェイ (Bombs Away),Meadows Games社,0,0
1977-01-01,AC,-,,TAITO,ミサイルＸ (Missaile-X),,0,0
1977-01-01,AC,-,,TAITO,メドウズレーン (Meadows Lane),Meadows Games社,0,0
1977-01-01,AC,-,,TAITO,ロードチャンピオン (Road Champion),日本販売,0,0
1977-01-01,AC,-,,TAITO,ロボットボウル (Robot Ball),エキシディ (Exidy) 社,0,0
1978-01-01,AC,-,,TAITO,アクロバット,,0,0
1978-01-01,AC,-,,TAITO,ウォールアクロバット,,0,0
1978-01-01,AC,-,,TAITO,ウォールブロック,,0,0
1978-01-01,AC,-,,TAITO,スペースインベーダー,,0,0
1978-01-01,AC,-,,TAITO,スペースインベーダー・カラー,,0,0
1978-01-01,AC,-,,TAITO,スペースウォーズ,,0,0
1978-01-01,AC,-,,TAITO,シーウルフ II (Sea Wolf II),ミッドウェイ社,0,0
1978-01-01,AC,-,,TAITO,ジプシージャグラー,,0,0
1978-01-01,AC,-,,TAITO,シャッフルボード (Shuffleboard),ミッドウェイ社,0,0
1978-01-01,AC,-,,TAITO,スーパースピードレースV,,0,0
1978-01-01,AC,-,,TAITO,スーパーブロック,,0,0
1978-01-01,AC,-,,TAITO,スペースワイプアウト (Space Wipeout),,0,0
1978-01-01,AC,-,,TAITO,T.T アクロバット,,0,0
1978-01-01,AC,-,,TAITO,T.T スペースインベーダー,,0,0
1978-01-01,AC,-,,TAITO,T.T トップボウラー,,0,0
1978-01-01,AC,-,,TAITO,T.T トランポリン,,0,0
1978-01-01,AC,-,,TAITO,テーブルバリヤー (Barrier),,0,0
1978-01-01,AC,-,,TAITO,トップボウラー (Top Bowler),,0,0
1978-01-01,AC,-,,TAITO,トランポリン,,0,0
1978-01-01,AC,-,,TAITO,ブルーシャーク,,0,0
1979-01-01,AC,-,,TAITO,イントルーダー (Intrude),,0,0
1979-01-01,AC,-,,TAITO,ギャラクシアン,,0,0
1979-01-01,AC,-,,TAITO,ギャラクシーレスキュー (Galaxy Rescue),,0,0
1979-01-01,AC,-,,TAITO,スーパースピードレース,,0,0
1979-01-01,AC,-,,TAITO,スターファイアー (Star_Fire),エキシディ (Exidy),0,0
1979-01-01,AC,-,,TAITO,ストレートフラッシュ (Straight Flush),,0,0
1979-01-01,AC,-,,TAITO,スペースインベーダーパートII,,0,0
1979-01-01,AC,-,,TAITO,スペースチェイサー,,0,0
1979-01-01,AC,-,,TAITO,ズンズンブロック,,0,0
1979-01-01,AC,-,,TAITO,T.T ギャラクシーウォーズ,,0,0
1979-01-01,AC,-,,TAITO,T.T ストレートフラッシュ,,0,0
1979-01-01,AC,-,,TAITO,T.T スペースインベーダーパートII,,0,0
1979-01-01,AC,-,,TAITO,T.T スペースチェイサー,,0,0
1979-01-01,AC,-,,TAITO,T.T ズンズンブロック,,0,0
1979-01-01,AC,-,,TAITO,T.T フィールドゴール,,0,0
1979-01-01,AC,-,,TAITO,T.T ボールパークII (Ball Park II),,0,0
1979-01-01,AC,-,,TAITO,T.T ルナレスキュー,,0,0
1979-01-01,AC,-,,TAITO,フィールドゴール,,0,0
1979-01-01,AC,-,,TAITO,ブロックC (Block-C),,0,0
1979-01-01,AC,-,,TAITO,レーザーウォーズ,シネマトロニクス社,0,0
1980-01-01,AC,-,,TAITO,アステロイド,,0,0
1980-01-01,AC,-,,TAITO,アストロクラフト (Astro Craft),,0,0
1980-01-01,AC,-,,TAITO,アストロゾーン (Astro Zone),,0,0
1980-01-01,AC,-,,TAITO,インディアンバトル (Indian Battle),,0,0
1980-01-01,AC,-,,TAITO,ウエスタンガンパートII,,0,0
1980-01-01,AC,-,,TAITO,クレイジーバルーン,,0,0
1980-01-01,AC,-,,TAITO,サファリラリー (Safari Rally),,0,0
1980-01-01,AC,-,,TAITO,シーハンター (Sea Hunter),,0,0
1980-01-01,AC,-,,TAITO,スーパースピードレース GP-V,,0,0
1980-01-01,AC,-,,TAITO,スチールワーカー (Steel Worker),,0,0
1980-01-01,AC,-,,TAITO,ストラットボックス (Stratovox),,0,0
1980-01-01,AC,-,,TAITO,スピードレース CL-5,,0,0
1980-01-01,AC,-,,TAITO,スペースサイクロン (Space Cyclone),,0,0
1980-01-01,AC,-,,TAITO,スペースレーザー (Space Laser),,0,0
1980-01-01,AC,-,,TAITO,T.T クレイジーバルーン,,0,0
1980-01-01,AC,-,,TAITO,T.T スチールワーカー,,0,0
1980-01-01,AC,-,,TAITO,T.T バルーンボンバー,,0,0
1980-01-01,AC,-,,TAITO,T.T ポラリス,,0,0
1980-01-01,AC,-,,TAITO,T.T ミサイルコマンド,アタリ,0,0
1980-01-01,AC,-,,TAITO,T.T ルパン三世,,0,0
1980-01-01,AC,-,,TAITO,トライアタッカー (Tri-Attacker),,0,0
1980-01-01,AC,-,,TAITO,バルーンボンバー,,0,0
1980-01-01,AC,-,,TAITO,フェニックス,,0,0
1980-01-01,AC,-,,TAITO,ブラックビートルズ,TDS／ミンツ,0,0
1980-01-01,AC,-,,TAITO,ポラリス,,0,0
1980-01-01,AC,-,,TAITO,ムーンランダー (Moon Lander),,0,0
1980-01-01,AC,-,,TAITO,ルナレスキュー,,0,0
1980-01-01,AC,-,,TAITO,ルパン三世,,0,0
1980-01-01,AC,-,,TAITO,ワープ1 (Warp-1),,0,0
1981-01-01,AC,-,,TAITO,QIX（クイックス）,,0,0
1981-01-01,AC,-,,TAITO,グランドチャンピオン,,0,0
1981-01-01,AC,-,,TAITO,コロニー7 (Colony 7),,0,0
1981-01-01,AC,-,,TAITO,ジャンピューター,サンリツ／アルファ電子,0,0
1981-01-01,AC,-,,TAITO,スペースクルーザー (Space Cruiser),,0,0
1981-01-01,AC,-,,TAITO,スペースシーカー (Space Seeker),,0,0
1981-01-01,AC,-,,TAITO,T.T QIX,,0,0
1981-01-01,AC,-,,TAITO,T.T スペースクルーザー,,0,0
1981-01-01,AC,-,,TAITO,T.T スペースシーカー,,0,0
1981-01-01,AC,-,,TAITO,T.T フィッター,,0,0
1981-01-01,AC,-,,TAITO,T.T フロッグ&スパイダー,,0,0
1981-01-01,AC,-,,TAITO,T.T マージャン,,0,0
1981-01-01,AC,-,,TAITO,T.T マージャン II,,0,0
1981-01-01,AC,-,,TAITO,T.T マージャンＱ,,0,0
1981-01-01,AC,-,,TAITO,ドリブリング (Dribbling),,0,0
1981-01-01,AC,-,,TAITO,フィッター,,0,0
1981-01-01,AC,-,,TAITO,フロッグ&スパイダー (Frog & Spiders),,0,0
1981-01-01,AC,-,,TAITO,マリンデート (Marine Date),,0,0
1981-01-01,AC,-,,TAITO,ロッククライマー (Rock Climber),,0,0
1982-01-01,AC,-,,TAITO,アルペンスキー,,0,0
1982-01-01,AC,-,,TAITO,エレクトリックヨーヨー (The Electric Yo-Yo),,0,0
1982-01-01,AC,-,,TAITO,Qix II - トーナメント,,0,0
1982-01-01,AC,-,,TAITO,ザ・ピット (The Pit),,0,0
1982-01-01,AC,-,,TAITO,サンシャインエッグ (Sunshine Egg),,0,0
1982-01-01,AC,-,,TAITO,ジャングルキング (Jungle King),,0,0
1982-01-01,AC,-,,TAITO,ジャングルボーイ (Jungle Boy),,0,0
1982-01-01,AC,-,,TAITO,ジョリージョガー (Jolly Jogger),,0,0
1982-01-01,AC,-,,TAITO,スーパーマウス (Super Mouse),,0,0
1982-01-01,AC,-,,TAITO,ストライクボーリング (Strike Bowling),,0,0
1982-01-01,AC,-,,TAITO,タイムトンネル,,0,0
1982-01-01,AC,-,,TAITO,T.T ポートマン,,0,0
1982-01-01,AC,-,,TAITO,トンブリング (T Bring),,0,0
1982-01-01,AC,-,,TAITO,バッグマン (Bagman),valadon automation社,0,0
1982-01-01,AC,-,,TAITO,バーディーキング (Birdie King),,0,0
1982-01-01,AC,-,,TAITO,ビッグコンバット (Big Combat),,0,0
1982-01-01,AC,-,,TAITO,フライボーイ,カネコ,0,0
1982-01-01,AC,-,,TAITO,フロントライン,,0,0
1982-01-01,AC,-,,TAITO,ポートマン (Port Man / Dock Man),,0,0
1982-01-01,AC,-,,TAITO,リアクター (Reactor),ゴッドリーブ (Gottlieb) 社,0,0
1982-01-01,AC,-,,TAITO,ワイルドウエスタン,,0,0
1983-01-01,AC,-,,TAITO,アメリカ横断ウルトラクイズ,,0,0
1983-01-01,AC,-,,TAITO,インテレピッド (Intrepid),Nova Games,0,0
1983-01-01,AC,-,,TAITO,ウォータースキー (Water Ski),,0,0
1983-01-01,AC,-,,TAITO,エレベーターアクション,,0,0
1983-01-01,AC,-,,TAITO,カンキックキッド (Can Kick Kid),,0,0
1983-01-01,AC,-,,TAITO,ジャンプコースター (Jump Coaster),カネコ,0,0
1983-01-01,AC,-,,TAITO,女子バレーボール,,0,0
1983-01-01,AC,-,,TAITO,ズーキーパー (Zoo Keeper) - 海外のみの販売,,0,0
1983-01-01,AC,-,,TAITO,スーパーライダー (Super Rider),,0,0
1983-01-01,AC,-,,TAITO,スパイエージェント (Spy Agent),,0,0
1983-01-01,AC,-,,TAITO,ティンスター (The Tin Star),,0,0
1983-01-01,AC,-,,TAITO,ニブラー (Nibbler) - Rock-Ola社からのライセンス生産,,0,0
1983-01-01,AC,-,,TAITO,バーディーキングII (Birdie King 2),,0,0
1983-01-01,AC,-,,TAITO,ハイウェイレース (High Way Race),,0,0
1983-01-01,AC,-,,TAITO,バイオアタック,,0,0
1983-01-01,AC,-,,TAITO,ファイティングローラー,カネコ,0,0
1983-01-01,AC,-,,TAITO,ボギー'83 (Bogey '83),カネコ,0,0
1983-01-01,AC,-,,TAITO,レーザーグランプリ,,0,0
1984-01-01,AC,-,,TAITO,アウターゾーン (Outer Zone),,0,0
1984-01-01,AC,-,,TAITO,アスリート (Athlete),,0,0
1984-01-01,AC,-,,TAITO,ウォールクラッシュ,ミッドコイン,0,0
1984-01-01,AC,-,,TAITO,キックスタート・ホイールキング,,0,0
1984-01-01,AC,-,,TAITO,CLIFF HANGAR,スターン・エレクトロニクス,0,0
1984-01-01,AC,-,,TAITO,グレートソードマン,セタ,0,0
1984-01-01,AC,-,,TAITO,コスモスサーキット,,0,0
1984-01-01,AC,-,,TAITO,サイクルマー坊 (Cycle Mahbou),,0,0
1984-01-01,AC,-,,TAITO,THE運動会,,0,0
1984-01-01,AC,-,,TAITO,シーファイターポセイドン,,0,0
1984-01-01,AC,-,,TAITO,ジャイロダイン,クラックス,0,0
1984-01-01,AC,-,,TAITO,セアフリー (Seafly),,0,0
1984-01-01,AC,-,,TAITO,チャイニーズヒーロー (Chinese Hero),タイヨーシステム,0,0
1984-01-01,AC,-,,TAITO,ちゃっくんぽっぷ,,0,0
1984-01-01,AC,-,,TAITO,ドライバーズライセンス,,0,0
1984-01-01,AC,-,,TAITO,忍者ハヤテ,,0,0
1984-01-01,AC,-,,TAITO,バーディーキングIII (Birdie King 3),,0,0
1984-01-01,AC,-,,TAITO,バギーチャレンジ,,0,0
1984-01-01,AC,-,,TAITO,ビクトリアスナイン (Victorious Nine),,0,0
1984-01-01,AC,-,,TAITO,ピット&ラン,,0,0
1984-01-01,AC,-,,TAITO,ファイアーバトル (Fire Battle),,0,0
1984-01-01,AC,-,,TAITO,フィールドディ (Field Day),,0,0
1984-01-01,AC,-,,TAITO,40-0,,0,0
1984-01-01,AC,-,,TAITO,べんべろべえ,,0,0
1984-01-01,AC,-,,TAITO,M・A・C・H3,マイルスター,0,0
1984-01-01,AC,-,,TAITO,リングファイター (Ring Fighter),カネコ,0,0
1984-01-01,AC,-,,TAITO,ルンバランバ (Rumba Lumber),,0,0
1985-01-01,AC,-,,TAITO,ウィズ,セイブ開発,0,0
1985-01-01,AC,-,,TAITO,宇宙戦艦ヤマト,,0,0
1985-01-01,AC,-,,TAITO,エキサイティングアワー (Exciting Hour),テクノスジャパン,0,0
1985-01-01,AC,-,,TAITO,女三四郎,,0,0
1985-01-01,AC,-,,TAITO,影の伝説,,0,0
1985-01-01,AC,-,野球,TAITO,草野球 (Sandlot Baseball),,0,0
1985-01-01,AC,-,,TAITO,決死の探検サバイバル ゆけゆけ!山口君 (Go Go Mr. Yamaguchi - Jungle Survival),カネコ,0,0
1985-01-01,AC,-,,TAITO,侍日本一 (Samurai Nihon-ichi),カネコ,0,0
1985-01-01,AC,-,,TAITO,スーパースピードレースJr.,,0,0
1985-01-01,AC,-,,TAITO,スーパーデッドヒート (Super Dead Heat),,0,0
1985-01-01,AC,-,,TAITO,スカイデストロイヤー,,0,0
1985-01-01,AC,-,,TAITO,タイガーヘリ,東亜プラン,0,0
1985-01-01,AC,-,,TAITO,タイムギャル,,0,0
1985-01-01,AC,-,,TAITO,ナックルジョー,セイブ開発,0,0
1985-01-01,AC,-,,TAITO,N.Y.キャプター (N.Y. Captor),,0,0
1985-01-01,AC,-,,TAITO,ヌンチャクン (Nun chackun),カネコ,0,0
1985-01-01,AC,-,,TAITO,バイゴーン (Bygone),,0,0
1985-01-01,AC,-,,TAITO,北派少林 飛龍の拳,カルチャーブレーン,0,0
1985-01-01,AC,-,,TAITO,ピンポンキング (Ping-Pong King),セタ／カネコ,0,0
1985-01-01,AC,-,,TAITO,フェアリーランドストーリー,,0,0
1985-01-01,AC,-,,TAITO,メタルソルジャーアイザックII,,0,0
1985-01-01,AC,-,,TAITO,リアル麻雀牌牌,アルバ／ビスコ,0,0
1985-01-01,AC,-,,TAITO,リターン オブ ザ インベーダー,UPL,0,0
1985-01-01,AC,-,,TAITO,レイダース5 (Raiders5),UPL,0,0
1985-01-01,AC,-,,TAITO,レディーマスター (Lady Master - Lady Master of Kung Fu),カネコ,0,0
1985-01-01,AC,-,,TAITO,ワイバーンF-0,,0,0
1986-01-01,AC,-,,TAITO,アルカノイド,,0,0
1986-01-01,AC,-,,TAITO,S.R.D.ミッション,九娯貿易／ウッドプレイス,0,0
1986-01-01,AC,-,,TAITO,エンパイア シティ:1931,セイブ開発,0,0
1986-01-01,AC,-,,TAITO,黄金の城,セタ,0,0
1986-01-01,AC,-,,TAITO,奇々怪界,,0,0
1986-01-01,AC,-,,TAITO,キック アンド ラン,,0,0
1986-01-01,AC,-,,TAITO,ゲットスター,東亜プラン,0,0
1986-01-01,AC,-,,TAITO,ザインドスリーナ,テクノスジャパン,0,0
1986-01-01,AC,-,,TAITO,スクランブルフォーメーション,,0,0
1986-01-01,AC,-,,TAITO,スラップファイト,東亜プラン,0,0
1986-01-01,AC,-,,TAITO,大怪獣の逆襲 (Daikaijū no Gyakushū),テクノスジャパン,0,0
1986-01-01,AC,-,,TAITO,ダークミスト (The Lost Castle In Darkmist),セイブ開発,0,0
1986-01-01,AC,-,SHT,TAITO,ダライアス,,0,0
1986-01-01,AC,-,,TAITO,バイオレントシューティング,,0,0
1986-01-01,AC,-,,TAITO,ハレーズコメット,,0,0
1986-01-01,AC,-,,TAITO,バトルレーンVol.5 (Battle Lane! Vol. 5),テクノスジャパン,0,0
1986-01-01,AC,-,,TAITO,パニックロード (Panic Road),セイブ開発,0,0
1986-01-01,AC,-,,TAITO,バブルボブル,,0,0
1986-01-01,AC,-,,TAITO,プレビリアン,カネコ,0,0
1986-01-01,AC,-,,TAITO,ビッグイベントゴルフ (Big Event Golf),,0,0
1986-01-01,AC,-,,TAITO,ミッション660 (Mission 660),,0,0
1986-01-01,AC,-,,TAITO,陸海空 最前線,,0,0
1987-01-01,AC,-,,TAITO,アルカノイド リベンジ オブ Doh,,0,0
1987-01-01,AC,-,,TAITO,イグジーザス,,0,0
1987-01-01,AC,-,,TAITO,エクスターミネーション (Extermination),,0,0
1987-01-01,AC,-,,TAITO,オペレーションウルフ,,0,0
1987-01-01,AC,-,SHT-TOP,TAITO,究極タイガー,東亜プラン,0,0
1987-01-01,AC,-,,TAITO,クロスシューター (Cross Shooter),セイブ開発,0,0
1987-01-01,AC,-,,TAITO,スーパークイックス,カネコ,0,0
1987-01-01,AC,-,,TAITO,特殊部隊UAG,,0,0
1987-01-01,AC,-,,TAITO,ニンジャウォーリアーズ,,0,0
1987-01-01,AC,-,SHT-TOP,TAITO,飛翔鮫,東亜プラン,0,0
1987-01-01,AC,-,,TAITO,フルスロットル,,0,0
1987-01-01,AC,-,,TAITO,ホットスマッシュ (Hot Smash),カネコ,0,0
1987-01-01,AC,-,,TAITO,ミッドナイトランディング,,0,0
1987-01-01,AC,-,,TAITO,ラスタンサーガ,,0,0
