発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,売り上げ本数TOP50,ハード,対応
2011-06-30,-,-,-,カプコン,バイオハザード0(ベストプライス！),-,10863,0,Wii,-
2011-07-07,-,-,-,任天堂,Wiiリモコンプラスバラエティ,-,10623,0,Wii,-
2011-07-07,-,-,-,任天堂,Wiiリモコンプラスバラエティパック(Wiiリモコンプラス<アカ>同梱版),-,10624,0,Wii,-
2011-07-16,33,-,SPT,レベルファイブ,イナズマイレブンストライカーズ,-,11087,79,Wii,-
2011-07-21,-,-,-,任天堂,みんなのリズム天国,-,10625,0,Wii,-
2011-07-28,-,-,-,ユービーアイソフト,フィット・イン・シックスカラダを鍛える6つの要素,-,10968,148,Wii,-
2011-08-04,31,-,ACT,任天堂,ディズニーエピックミッキーミッキーマウスと魔法の筆,-,10626,0,Wii,-
2011-08-04,33,-,SPT,バンダイナムコ,ファミリーフィッシング,-,10745,0,Wii,-
2011-08-04,-,-,-,バンダイナムコ,ファミリーフィッシングさおコン同梱版,-,10746,0,Wii,-
2011-09-01,-,-,-,タカラトミー,人生ゲームハッピーファミリーご当地ネタ増量仕上げ,-,10964,0,Wii,-
2011-09-08,30,-,ACT,バンダイナムコ,スーパー戦隊バトルレンジャークロス,-,10721,0,Wii,-
2011-09-08,-,-,-,マーベラス,牧場物語やすらぎの樹(ベストコレクション),-,11009,0,Wii,-
2011-09-15,-,-,-,スクウェア・エニックス,ドラゴンクエスト25周年記念ファミコン&スーパーファミコンドラゴンクエスト1・2・3,-,10684,39,Wii,-
2011-09-22,31,-,ACT,コーエーテクモ,チャンピオンジョッキーギャロップレーサー&ジーワンジョッキー,-,10906,0,Wii,-
2011-10-13,30,-,-,任天堂,ジャストダンスWii,-,10627,65,Wii,-
2011-10-20,31,-,ACT,バンダイナムコ,ゴーバケーション,-,10705,35,Wii,-
2011-10-27,36,-,ACT,任天堂,星のカービィWii,-,10628,69,Wii,-
2011-11-03,32,-,SPT,コナミ,ウイニングイレブンプレーメーカー2012,-,10826,0,Wii,-
2011-11-10,32,-,ACT,カプコン,戦国BASARA3宴,-,10883,0,Wii,-
2011-11-12,33,-,ACT,ポケモン,ポケパーク2ビヨンド・ザ・ワールド,-,11117,32,Wii,-
2011-11-23,40,-,ACT,任天堂,ゼルダの伝説スカイウォードソード,-,10629,34,Wii,-
2011-11-23,-,-,-,任天堂,ゼルダの伝説スカイウォードソードスペシャルCD付き,-,10630,0,Wii,-
2011-11-23,-,-,-,任天堂,ゼルダの伝説スカイウォードソードスペシャルCD付き(Wiiリモコンプラス<シロ>セット),-,10631,0,Wii,-
2011-11-23,-,-,-,任天堂,ゼルダの伝説スカイウォードソードゼルダ25周年パック,-,10632,0,Wii,-
2011-11-23,31,-,-,バンダイナムコ,太鼓の達人Wii決定版,-,10764,32,Wii,-
2011-11-23,-,-,-,バンダイナムコ,太鼓の達人Wii決定版専用コントローラ「太鼓とバチ」同梱版,-,10765,0,Wii,-
2011-12-01,34,-,TBL,スクウェア・エニックス,いただきストリートWii,-,10685,0,Wii,-
2011-12-01,-,-,-,バンダイナムコ,仮面ライダークライマックスヒーローズフォーゼ,-,10754,0,Wii,-
2011-12-02,-,-,-,任天堂,Wiiフィットプラス(バランスWiiボード<クロ>セット),-,10599,0,Wii,-
2011-12-08,32,-,SPT,任天堂,マリオ&ソニックATロンドンオリンピック,-,10633,0,Wii,-
2011-12-08,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードザ・ラン,-,10929,0,Wii,-
2011-12-08,31,-,ACT,ユービーアイソフト,マイケル・ジャクソンザ・エクスペリエンス,-,10969,0,Wii,-
2011-12-08,-,-,-,ユービーアイソフト,マイケル・ジャクソンザ・エクスペリエンスリミテッドエディション,-,10970,0,Wii,-
2011-12-15,33,-,PZL,セガ,ぷよぷよ！！20thAnniversary,-,10669,0,Wii,-
2011-12-15,30,-,-,バンダイナムコ,いっしょに遊ぼう！ドリームテーマパーク,-,10715,0,Wii,-
2011-12-15,-,-,-,バンダイナムコ,いっしょに遊ぼう！ドリームテーマパーク(ファミリートレーナー専用マットコントローラ同梱版),-,10716,0,Wii,-
2011-12-22,-,-,-,レベルファイブ,イナズマイレブンストライカーズ2012エクストリーム,-,11088,0,Wii,-
2012-01-19,32,-,ETC,任天堂,キキトリック,-,10634,0,Wii,-
2012-01-19,-,-,-,カプコン,戦国BASARA2英雄外伝ダブルパック(ベストプライス！),-,10876,0,Wii,-
2012-01-26,-,-,-,マーベラス,ルーンファクトリーオーシャンズ(ベストコレクション),-,11002,0,Wii,-
2012-04-26,34,-,TBL,任天堂,マリオパーティ9,-,10635,70,Wii,-
2012-06-28,34,-,ACT,任天堂,零眞紅の蝶,-,10557,0,Wii,-
2012-07-19,-,-,-,任天堂,星のカービィ20周年スペシャルコレクション,-,10636,0,Wii,-
2012-07-26,-,-,-,任天堂,ジャストダンスWii2,-,10637,0,Wii,-
2012-08-02,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン,-,10686,31,Wii,-
2012-08-02,36,-,RPG,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン(WiiUSBメモリー同梱版),-,10687,0,Wii,-
2012-08-02,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン(Wii本体パック),-,10688,0,Wii,-
2012-11-01,-,-,-,コナミ,ウイニングイレブンプレーメーカー2013,-,10827,0,Wii,-
2012-11-29,30,-,ACT,バンダイナムコ,仮面ライダー超クライマックスヒーローズ,-,10756,0,Wii,-
2012-11-29,32,-,-,バンダイナムコ,太鼓の達人Wii超ごうか版,-,10772,63,Wii,-
2012-11-29,-,-,-,バンダイナムコ,太鼓の達人Wii超ごうか版専用コントローラ「太鼓とバチ」同梱版,-,10773,0,Wii,-
2012-12-13,-,-,-,セガ,ぷよぷよ！！20thAnniversaryスペシャルプライス,-,10670,0,Wii,-
2012-12-13,-,-,-,カプコン,戦国BASARA3宴(ベストプライス！),-,10884,0,Wii,-
2012-12-20,33,-,SPT,レベルファイブ,イナズマイレブンGOストライカーズ2013,-,11089,0,Wii,-
2013-03-28,-,-,-,バンダイナムコ,プリキュアオールスターズぜんいんしゅうごう☆レッツダンス！,-,10748,0,Wii,-
2013-07-12,-,-,-,スクウェア・エニックス,スカイランダーズスパイロの大冒険スターターパック,-,10692,0,Wii,-
2013-09-26,32,-,ADV,スパイク・チュンソフト,ディズニーエピックミッキー2二つの力,-,11113,0,Wii,-
2013-12-05,-,-,-,スクウェア・エニックス,ドラゴンクエスト10眠れる勇者と導きの盟友オンライン,-,10689,7,Wii,-
2014-08-07,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10690,0,Wii,-
2015-04-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10いにしえの竜の伝承オンライン,-,10691,0,Wii,-
2012-12-08,36,-,ACT,任天堂,NewスーパーマリオブラザーズU,-,10414,120,WiiU,-
2012-12-08,35,-,ACT,任天堂,ニンテンドーランド,-,10423,38,WiiU,-
2012-12-08,37,-,FTG,バンダイナムコ,鉄拳タッグトーナメント2WiiUエディション,-,10468,0,WiiU,-
2012-12-08,35,-,-,カプコン,モンスターハンター3<トライ>GHDVer.,-,10491,22,WiiU,-
2012-12-08,-,-,-,カプコン,モンスターハンター3<トライ>GHDVer.WiiUプレミアムセット,-,10492,0,WiiU,-
2012-12-08,36,-,ACT,ワーナー,バットマンアーカム・シティアーマードエディション,-,10513,0,WiiU,-
2012-12-08,34,-,ACT,コーエーテクモ,無双オロチ2ハイパー,-,10522,0,WiiU,-
2012-12-08,35,-,ACT,コーエーテクモ,ニンジャガイデン3レーザーズエッジ,-,10523,0,WiiU,-
2012-12-08,37,-,ACT,ユービーアイソフト,アサシンクリード3,-,10529,0,WiiU,-
2012-12-08,34,-,ACT,ユービーアイソフト,ゾンビU,-,10530,0,WiiU,-
2012-12-08,35,-,SPT,エレクトロニック・アーツ,FIFA13ワールドクラスサッカー,-,10537,0,WiiU,-
2012-12-08,36,-,RPG,エレクトロニック・アーツ,マスエフェクト3特別版,-,10538,0,WiiU,-
2012-12-13,30,-,SLG,コーエーテクモ,三國志12,-,10427,0,WiiU,-
2012-12-20,37,-,-,スクウェア・エニックス,コール・オブ・デューティブラックオプス2<吹き替え版>,-,10502,0,WiiU,-
2012-12-20,-,-,-,ユービーアイソフト,スポーツコネクション,-,10531,0,WiiU,Wiiハンドル対応
2012-12-20,-,-,-,D3パブリッシャー,THEファミリーパーティー(SIMPLEシリーズforWiiUVol.1),-,10542,0,WiiU,-
2013-01-31,35,-,ACT,コーエーテクモ,真・北斗無双,-,10524,0,WiiU,-
2013-02-21,-,-,-,バンダイナムコ,タンク！タンク！タンク！,-,10469,0,WiiU,Wiiハンドル対応
2013-03-20,35,-,RCG,エレクトロニック・アーツ,ニード・フォー・スピードモスト・ウォンテッドU,-,10539,0,WiiU,Wiiハンドル対応
2013-03-28,31,-,ETC,任天堂,ゲーム＆ワリオ,-,10428,6,WiiU,-
2013-03-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンライン,-,10505,7,WiiU,-
2013-03-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10目覚めし五つの種族オンラインプレミアムセット,-,10506,0,WiiU,-
2013-05-23,36,-,ACT,カプコン,バイオハザード・リベレーションズアンベールド・エディション,-,10493,0,WiiU,-
2013-06-06,-,-,-,ユービーアイソフト,ラビッツランド,-,10532,0,WiiU,-
2013-06-27,31,-,ACT,ワーナー,インジャスティス神々の激突,-,10514,0,WiiU,-
2013-06-27,-,-,-,コードマスターズ,F1レーススターズパワーアップエディション,-,10544,0,WiiU,-
2013-07-12,-,-,-,スクウェア・エニックス,スカイランダーズスパイロの大冒険スターターパック,-,10504,0,WiiU,-
2013-07-13,37,-,ACT,任天堂,ピクミン3,-,10430,22,WiiU,-
2013-07-18,-,-,-,ユービーアイソフト,スナイパーエリートV2,-,10533,0,WiiU,-
2013-07-19,34,-,ACT,任天堂,NewスーパールイージU,-,10429,10,WiiU,-
2013-07-25,33,-,ACT,任天堂,レゴシティアンダーカバー,-,10431,0,WiiU,-
2013-08-08,-,-,-,セガ,龍が如く1＆2HDforWiiU,-,10484,0,WiiU,-
2013-08-24,39,-,ACT,任天堂,ザ・ワンダフルワン・オー・ワン,-,10424,0,WiiU,-
2013-09-05,36,-,ADV,ユービーアイソフト,スプリンターセルブラックリスト(トム・クランシーシリーズ),-,10534,0,WiiU,-
2013-09-26,-,-,-,任天堂,ゼルダの伝説風のタクトHD,-,10432,4,WiiU,-
2013-09-26,30,-,SLG,コーエーテクモ,三國志12withパワーアップキット,-,10525,0,WiiU,-
2013-09-26,33,-,ADV,スパイク・チュンソフト,ディズニーエピックミッキー2二つの力,-,10540,0,WiiU,-
2013-10-17,34,-,ACT,任天堂,レイマンレジェンド,-,10433,0,WiiU,-
2013-10-24,-,-,-,セガ,ソニックロストワールド,-,10485,101,WiiU,-
2013-10-30,-,-,-,任天堂,Wiiスポーツクラブ,-,10420,400,WiiU,-
2013-10-31,34,-,ETC,任天堂,WiiパーティU,-,10434,78,WiiU,-
2013-11-14,37,-,FPS,スクウェア・エニックス,コール・オブ・デューティゴースト<字幕版>,-,10503,0,WiiU,-
2013-11-21,38,-,ACT,任天堂,スーパーマリオ3Dワールド,-,10435,0,WiiU,-
2013-11-21,32,-,-,バンダイナムコ,太鼓の達人WiiUばーじょん！,-,10470,16,WiiU,-
2013-11-21,-,-,-,バンダイナムコ,太鼓の達人WiiUばーじょん！専用コントローラ「太鼓とバチ」同梱版,-,10471,0,WiiU,-
2013-11-28,-,-,-,バンダイナムコ,ディズニーインフィニティスターター・パック,-,10472,0,WiiU,-
2013-11-28,37,-,ACT,ユービーアイソフト,アサシンクリード4ブラックフラッグ,-,10535,0,WiiU,-
2013-12-05,34,-,SPT,任天堂,マリオ＆ソニックATソチオリンピック,-,10436,0,WiiU,-
2013-12-05,-,-,-,スクウェア・エニックス,ドラゴンクエスト10眠れる勇者と導きの盟友オンライン,-,10507,0,WiiU,-
2013-12-05,36,-,ACT,ワーナー,バットマンアーカム・ビギンズ,-,10515,0,WiiU,-
2013-12-11,-,-,-,カプコン,モンスターハンターフロンティアGビギナーズパッケージ,-,10494,0,WiiU,-
2014-02-01,-,-,-,任天堂,WiiフィットU(フィットメーターセット),-,10437,17,WiiU,-
2014-02-01,-,-,-,任天堂,WiiフィットU(バランスWiiボード<白>+フィットメーターセット),-,10438,0,WiiU,-
2014-02-01,-,-,-,任天堂,WiiフィットU(バランスWiiボード<黒>+フィットメーターセット),-,10439,0,WiiU,-
2014-02-05,-,-,-,カプコン,モンスターハンターフロンティアGプレミアムパッケージ,-,10495,0,WiiU,-
2014-02-06,35,-,PZL,セガ,ぷよぷよテトリス,-,10486,0,WiiU,-
2014-02-13,35,-,ACT,任天堂,ドンキーコングトロピカルフリーズ,-,10440,11,WiiU,-
2014-04-03,32,-,ACT,任天堂,ジャストダンスWiiU,-,10441,6,WiiU,-
2014-04-23,-,-,-,カプコン,モンスターハンターフロンティアGGプレミアムパッケージ,-,10496,0,WiiU,-
2014-04-24,31,-,ACT,任天堂,ファミコンリミックス1+2,-,10442,0,WiiU,-
2014-05-15,33,-,RCG,セガ,ソニック＆オールスターレーシングトランスフォームド,-,10488,0,WiiU,-
2014-05-29,37,-,RCG,任天堂,マリオカート8,-,10415,120,WiiU,amiibo対応
2014-06-12,-,-,-,バンダイナムコ,ワンピースアンリミテッドワールドR,-,10474,0,WiiU,-
2014-06-26,31,-,ACT,バンダイナムコ,仮面ライダーバトライド・ウォー2,-,10475,0,WiiU,-
2014-06-26,-,-,-,バンダイナムコ,仮面ライダーバトライド・ウォー2プレミアムTV＆MOVIEサウンドエディション,-,10476,0,WiiU,-
2014-07-23,-,-,-,カプコン,モンスターハンターフロンティアG5プレミアムパッケージ,-,10497,0,WiiU,-
2014-08-07,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10509,0,WiiU,-
2014-08-14,36,-,ACT,コーエーテクモ,ゼルダ無双,-,10526,11,WiiU,amiibo対応
2014-08-14,-,-,-,コーエーテクモ,ゼルダ無双プレミアムBOX,-,10527,0,WiiU,amiibo対応
2014-08-14,-,-,-,コーエーテクモ,ゼルダ無双トレジャーBOX,-,10528,0,WiiU,amiibo対応
2014-09-20,38,-,ACT,任天堂,ベヨネッタ2,-,10443,5,WiiU,-
2014-09-27,33,-,ADV,任天堂,零濡鴉ノ巫女,-,10419,5,WiiU,-
2014-10-23,-,-,-,ハムスター,ズンバフィットネスワールドパーティ,-,10490,0,WiiU,-
2014-11-06,-,-,-,ワーナー,レゴムービーザ・ゲーム,-,10516,0,WiiU,-
2014-11-13,34,-,ACT,任天堂,進め！キノピオ隊長,-,10444,16,WiiU,amiibo対応
2014-11-13,-,-,-,任天堂,進め！キノピオ隊長amiiboセット,-,10445,0,WiiU,amiibo対応
2014-11-19,-,-,-,カプコン,モンスターハンターフロンティアG6プレミアムパッケージ,-,10498,0,WiiU,-
2014-11-20,-,-,-,バンダイナムコ,藤子・F・不二雄キャラクターズ大集合！SFドタバタパーティー！！,-,10477,0,WiiU,-
2014-11-20,-,-,-,バンダイナムコ,太鼓の達人特盛り！,-,10478,8,WiiU,-
2014-11-20,-,-,-,バンダイナムコ,太鼓の達人特盛り！専用コントローラ「太鼓とバチ」同梱版,-,10479,0,WiiU,-
2014-11-27,-,-,-,バンダイナムコ,ご当地鉄道ご当地キャラと日本全国の旅,-,10482,0,WiiU,-
2014-12-04,-,-,-,バンダイナムコ,仮面ライダーサモンライド！,-,10483,0,WiiU,-
2014-12-04,-,-,-,ユービーアイソフト,ウォッチドッグス,-,10536,0,WiiU,-
2014-12-06,37,-,FTG,任天堂,大乱闘スマッシュブラザーズforWiiU,-,10446,71,WiiU,amiibo対応
2014-12-06,-,-,-,任天堂,大乱闘スマッシュブラザーズforWiiUGCコントローラ接続タップセット,-,10447,0,WiiU,amiibo対応
2014-12-18,-,-,-,セガ,ソニックトゥーン太古の秘宝,-,10489,0,WiiU,-
2015-01-22,34,-,ACT,任天堂,タッチ！カービィスーパーレインボー,-,10448,8,WiiU,amiibo対応
2015-01-22,33,-,ACT,ワーナー,レゴマーベルスーパーヒーローズザ・ゲーム,-,10517,0,WiiU,-
2015-03-12,-,-,-,任天堂,マリオパーティ10,-,10421,17,WiiU,amiibo対応
2015-03-12,-,-,-,任天堂,マリオパーティ10amiiboセット,-,10422,0,WiiU,amiibo対応
2015-03-19,-,-,-,任天堂,マリオvs.ドンキーコングみんなでミニランド,-,10449,0,WiiU,-
2015-04-02,-,-,-,ワーナー,レゴバットマン3ザ・ゲームゴッサムから宇宙へ,-,10518,0,WiiU,-
2015-04-02,-,-,-,角川ゲームス,ロデア・ザ・スカイソルジャー,-,10550,0,WiiU,-
2015-04-15,-,-,-,カプコン,モンスターハンターフロンティアG7プレミアムパッケージ,-,10499,0,WiiU,-
2015-04-29,-,-,-,任天堂,ゼノブレイドクロス,-,10450,11,WiiU,-
2015-04-29,-,-,-,任天堂,WiiUゼノブレイドクロスセット,-,10451,0,WiiU,-
2015-04-30,-,-,-,スクウェア・エニックス,ドラゴンクエスト10いにしえの竜の伝承オンライン,-,10508,11,WiiU,-
2015-05-28,-,-,-,任天堂,スプラトゥーン,-,10452,153,WiiU,amiibo対応
2015-07-16,-,-,-,任天堂,ヨッシーウールワールド,-,10454,8,WiiU,amiibo対応
2015-07-16,-,-,-,任天堂,ヨッシーウールワールドamiiboセット,-,10455,0,WiiU,amiibo対応
2015-07-22,-,-,-,カプコン,モンスターハンターフロンティアG8プレミアムパッケージ,-,10500,0,WiiU,-
2015-08-04,-,-,-,任天堂,デビルズサード,-,10456,0,WiiU,-
2015-09-10,-,-,-,任天堂,スーパーマリオメーカー,-,10457,100,WiiU,amiibo対応
2015-09-10,-,-,-,任天堂,WiiUスーパーマリオメーカーセット,-,10458,0,WiiU,amiibo対応
2015-11-05,-,-,-,ワーナー,レゴジュラシック・ワールド,-,10519,0,WiiU,-
2015-11-12,-,-,-,任天堂,WiiUスプラトゥーンセット,-,10453,0,WiiU,amiibo対応
2015-11-12,-,-,-,任天堂,じっくり絵心教室,-,10459,0,WiiU,-
2015-11-12,-,-,-,バンダイナムコ,ディズニーインフィニティ3.0スターウォーズ/共和国の終焉スターターパック,-,10473,0,WiiU,-
2015-11-18,-,-,-,カプコン,モンスターハンターフロンティアG9プレミアムパッケージ,-,10501,0,WiiU,-
2015-11-19,-,-,-,セガ,ぷよぷよテトリススペシャルプライス,-,10487,0,WiiU,-
2015-11-21,-,-,-,任天堂,どうぶつの森amiiboフェスティバル,-,10460,7,WiiU,amiibo対応
2015-11-26,-,-,-,バンダイナムコ,太鼓の達人あつめて☆ともだち大作戦！,-,10480,5,WiiU,-
2015-11-26,-,-,-,バンダイナムコ,太鼓の達人あつめて☆ともだち大作戦！専用コントローラ「太鼓とバチ」同梱版,-,10481,0,WiiU,-
2015-12-03,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10510,0,WiiU,-
2015-12-05,-,-,-,レベルファイブ,妖怪ウォッチダンスJUSTDANCEスペシャルバージョン,-,10548,0,WiiU,-
2015-12-05,-,-,-,レベルファイブ,妖怪ウォッチダンスJUSTDANCEスペシャルバージョンWiiリモコンプラスセット,-,10549,0,WiiU,-
2015-12-17,-,-,-,マイクロソフト,マインクラフトWiiUエディション(USBキーボード対応),-,10543,37,WiiU,-
2015-12-26,-,-,-,任天堂,幻影異聞録♯FE,-,10416,4,WiiU,-
2015-12-26,-,-,-,任天堂,幻影異聞録♯FEフォルティッシモ・エディションセット,-,10417,0,WiiU,-
2015-12-26,-,-,-,任天堂,幻影異聞録♯FEフォルティッシモ・エディション,-,10418,0,WiiU,-
2016-01-28,-,-,-,任天堂,マリオテニスウルトラスマッシュ,-,10461,13,WiiU,amiibo対応
2016-02-25,-,-,-,シルバースタージャパン,銀星将棋強天怒闘風雷神,-,10545,0,WiiU,-
2016-03-10,-,-,-,任天堂,ゼルダの伝説トワイライトプリンセスHD,-,10462,7,WiiU,amiibo対応
2016-03-10,-,-,-,任天堂,ゼルダの伝説トワイライトプリンセスHDスペシャルエディション,-,10463,0,WiiU,amiibo対応
2016-03-18,-,-,-,ポケモン,ポッ拳トーナメント,-,10546,14,WiiU,amiibo対応
2016-03-18,-,-,-,ポケモン,WiiUポッ拳トーナメントセット,-,10547,0,WiiU,amiibo対応
2016-04-21,-,-,-,任天堂,スターフォックスゼロ,-,10425,5,WiiU,amiibo対応
2016-04-21,-,-,-,任天堂,スターフォックスゼロダブルパック,-,10426,0,WiiU,amiibo対応
2016-04-28,-,-,-,ワーナー,レゴマーベルアベンジャーズ,-,10520,0,WiiU,-
2016-06-23,-,-,-,任天堂,マリオ＆ソニックATリオオリンピック,-,10464,10,WiiU,amiibo対応
2016-06-23,-,-,-,任天堂,マリオ＆ソニックATリオオリンピックWiiリモコンプラスセット<アカ・シロ>,-,10465,0,WiiU,amiibo対応
2016-09-15,-,-,-,スパイク・チュンソフト,テラリア,-,10541,0,WiiU,-
2016-10-13,-,-,-,任天堂,ペーパーマリオカラースプラッシュ,-,10466,6,WiiU,-
2016-10-13,31,-,ACT,ワーナー,レゴスター・ウォーズ/フォースの覚醒,-,10521,0,WiiU,-
2017-03-03,-,-,-,任天堂,ゼルダの伝説ブレス・オブ・ザ・ワイルド,-,10467,13,WiiU,-
2017-11-16,-,-,-,スクウェア・エニックス,ドラゴンクエスト105000年の旅路遥かなる故郷へオンライン,-,10511,0,WiiU,-
2018-07-26,-,-,-,スクウェア・エニックス,ドラゴンクエスト10オールインワンパッケージ,-,10512,0,WiiU,-
@CsvOptions:,,,,,,,,,,
dataType=0,,,,,,,,,,
title=「Wii＆WiiU」ソフト一覧,,,,,,,,,,
searchPrefix=Wii,,,,,,,,,,
dataReference=<ul><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/wii_game_title.php'>Wiiのゲームタイトル一覧一覧@ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/wiiu_game_title.php'>WiiUのゲームタイトル一覧@ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/wii_game_ranking.php'>Wii歴代ソフト売上ランキングTOP50@ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d'https://www.gavas.jp/user_data/wiiu_game_ranking.php'>WiiU歴代ソフト売上ランキングTOP40@ピコピコ大百科</a></li><li><a target%3d'_blank' href%3d'https://ja.wikipedia.org/wiki/Wii%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7'>Wiiのゲームタイトル一覧@wikipedia</a></li><li><a target%3d'_blank' href%3d'https://ja.wikipedia.org/wiki/Wii_U%E3%81%AE%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BF%E3%82%A4%E3%83%88%E3%83%AB%E4%B8%80%E8%A6%A7'>WiiUのゲームタイトル一覧@wikipedia</a></li><li><a target%3d'_blank' href%3d'https://www.ne.jp/asahi/dq/dq/meisaku/2006.html'>ファミ通のゲームクロスレビュー - Wii@Game mein</a></li></ul>,,,,,,,,,,
detailType=city,,,,,,,,,,
isMakeAutocompleteData=1,,,,,,,,,,
chartName[imagePath]=/img/game/maker,,,,,,,,,,
chartName[imageTooltip]=img,,,,,,,,,,
chartCity[imagePath]=/img/game/sfc,,,,,,,,,,
chartCity[imageTooltip]=all,,,,,,,,,,
chartCity[orderYmd]=1,,,,,,,,,,
chartCity[orderUI]=1,,,,,,,,,,
chartDate[elasticY]=0,,,,,,,,,,
chartDate[width]=1000,,,,,,,,,,
chartDate[format]=YYYY,,,,,,,,,,
chartAge[unit]=null,,,,,,,,,,
chartSex[unit]=null,,,,,,,,,,
chartSex[chartType]=bar,,,,,,,,,,
chartJobCat[isHidden]=1,,,,,,,,,,
editUrl=https://docs.google.com/spreadsheets/d/18xvsY9ZU5W9sJrDl9DHIp-J_RgCxur3aRIANFvL3qMM/edit?gid=636521960#gid=636521960,,,,,,,,,,
