年月,未使用2,未使用3,店舗タイプ,都道府県,未使用1,未使用4,ジョブカテゴリ,カウント
2014-07-01,-,-,総合,沖縄県,-,-,0,31
2014-08-01,-,-,総合,北海道,-,-,0,89
2014-08-01,-,-,総合,青森県,-,-,0,22
2014-08-01,-,-,総合,岩手県,-,-,0,16
2014-08-01,-,-,総合,宮城県,-,-,0,24
2014-08-01,-,-,総合,秋田県,-,-,0,20
2014-08-01,-,-,総合,山形県,-,-,0,9
2014-08-01,-,-,総合,福島県,-,-,0,21
2014-08-01,-,-,総合,茨城県,-,-,0,33
2014-08-01,-,-,総合,栃木県,-,-,0,23
2014-08-01,-,-,総合,群馬県,-,-,0,38
2014-08-01,-,-,総合,埼玉県,-,-,0,81
2014-08-01,-,-,総合,千葉県,-,-,0,100
2014-08-01,-,-,総合,東京都,-,-,0,130
2014-08-01,-,-,総合,神奈川県,-,-,0,97
2014-08-01,-,-,総合,新潟県,-,-,0,31
2014-08-01,-,-,総合,山梨県,-,-,0,10
2014-08-01,-,-,総合,長野県,-,-,0,37
2014-08-01,-,-,総合,富山県,-,-,0,14
2014-08-01,-,-,総合,石川県,-,-,0,18
2014-08-01,-,-,総合,福井県,-,-,0,11
2014-08-01,-,-,総合,岐阜県,-,-,0,35
2014-08-01,-,-,総合,静岡県,-,-,0,31
2014-08-01,-,-,総合,愛知県,-,-,0,109
2014-08-01,-,-,総合,三重県,-,-,0,38
2014-08-01,-,-,総合,滋賀県,-,-,0,46
2014-08-01,-,-,総合,京都府,-,-,0,49
2014-08-01,-,-,総合,大阪府,-,-,0,175
2014-08-01,-,-,総合,兵庫県,-,-,0,80
2014-08-01,-,-,総合,奈良県,-,-,0,26
2014-08-01,-,-,総合,和歌山県,-,-,0,10
2014-08-01,-,-,総合,鳥取県,-,-,0,8
2014-08-01,-,-,総合,島根県,-,-,0,11
2014-08-01,-,-,総合,岡山県,-,-,0,26
2014-08-01,-,-,総合,広島県,-,-,0,39
2014-08-01,-,-,総合,山口県,-,-,0,27
2014-08-01,-,-,総合,徳島県,-,-,0,5
2014-08-01,-,-,総合,香川県,-,-,0,12
2014-08-01,-,-,総合,愛媛県,-,-,0,13
2014-08-01,-,-,総合,高知県,-,-,0,7
2014-08-01,-,-,総合,福岡県,-,-,0,90
2014-08-01,-,-,総合,佐賀県,-,-,0,13
2014-08-01,-,-,総合,長崎県,-,-,0,18
2014-08-01,-,-,総合,熊本県,-,-,0,33
2014-08-01,-,-,総合,大分県,-,-,0,27
2014-08-01,-,-,総合,宮崎県,-,-,0,15
2014-08-01,-,-,総合,鹿児島県,-,-,0,26
2014-08-01,-,-,総合,沖縄県,-,-,0,31
2014-09-01,-,-,総合,北海道,-,-,0,90
2014-09-01,-,-,総合,青森県,-,-,0,22
2014-09-01,-,-,総合,岩手県,-,-,0,17
2014-09-01,-,-,総合,宮城県,-,-,0,24
2014-09-01,-,-,総合,秋田県,-,-,0,20
2014-09-01,-,-,総合,山形県,-,-,0,9
2014-09-01,-,-,総合,福島県,-,-,0,21
2014-09-01,-,-,総合,茨城県,-,-,0,33
2014-09-01,-,-,総合,栃木県,-,-,0,23
2014-09-01,-,-,総合,群馬県,-,-,0,38
2014-09-01,-,-,総合,埼玉県,-,-,0,81
2014-09-01,-,-,総合,千葉県,-,-,0,98
2014-09-01,-,-,総合,東京都,-,-,0,131
2014-09-01,-,-,総合,神奈川県,-,-,0,96
2014-09-01,-,-,総合,新潟県,-,-,0,31
2014-09-01,-,-,総合,山梨県,-,-,0,10
2014-09-01,-,-,総合,長野県,-,-,0,37
2014-09-01,-,-,総合,富山県,-,-,0,14
2014-09-01,-,-,総合,石川県,-,-,0,18
2014-09-01,-,-,総合,福井県,-,-,0,11
2014-09-01,-,-,総合,岐阜県,-,-,0,35
2014-09-01,-,-,総合,静岡県,-,-,0,31
2014-09-01,-,-,総合,愛知県,-,-,0,109
2014-09-01,-,-,総合,三重県,-,-,0,38
2014-09-01,-,-,総合,滋賀県,-,-,0,46
2014-09-01,-,-,総合,京都府,-,-,0,49
2014-09-01,-,-,総合,大阪府,-,-,0,175
2014-09-01,-,-,総合,兵庫県,-,-,0,81
2014-09-01,-,-,総合,奈良県,-,-,0,26
2014-09-01,-,-,総合,和歌山県,-,-,0,11
2014-09-01,-,-,総合,鳥取県,-,-,0,9
2014-09-01,-,-,総合,島根県,-,-,0,12
2014-09-01,-,-,総合,岡山県,-,-,0,25
2014-09-01,-,-,総合,広島県,-,-,0,39
2014-09-01,-,-,総合,山口県,-,-,0,27
2014-09-01,-,-,総合,徳島県,-,-,0,5
2014-09-01,-,-,総合,香川県,-,-,0,12
2014-09-01,-,-,総合,愛媛県,-,-,0,13
2014-09-01,-,-,総合,高知県,-,-,0,7
2014-09-01,-,-,総合,福岡県,-,-,0,90
2014-09-01,-,-,総合,佐賀県,-,-,0,13
2014-09-01,-,-,総合,長崎県,-,-,0,18
2014-09-01,-,-,総合,熊本県,-,-,0,33
2014-09-01,-,-,総合,大分県,-,-,0,28
2014-09-01,-,-,総合,宮崎県,-,-,0,15
2014-09-01,-,-,総合,鹿児島県,-,-,0,26
2014-09-01,-,-,総合,沖縄県,-,-,0,31
2014-10-01,-,-,総合,北海道,-,-,0,92
2014-10-01,-,-,総合,青森県,-,-,0,22
2014-10-01,-,-,総合,岩手県,-,-,0,19
2014-10-01,-,-,総合,宮城県,-,-,0,24
2014-10-01,-,-,総合,秋田県,-,-,0,20
2014-10-01,-,-,総合,山形県,-,-,0,9
2014-10-01,-,-,総合,福島県,-,-,0,21
2014-10-01,-,-,総合,茨城県,-,-,0,34
2014-10-01,-,-,総合,栃木県,-,-,0,23
2014-10-01,-,-,総合,群馬県,-,-,0,38
2014-10-01,-,-,総合,埼玉県,-,-,0,81
2014-10-01,-,-,総合,千葉県,-,-,0,99
2014-10-01,-,-,総合,東京都,-,-,0,131
2014-10-01,-,-,総合,神奈川県,-,-,0,96
2014-10-01,-,-,総合,新潟県,-,-,0,31
2014-10-01,-,-,総合,山梨県,-,-,0,10
2014-10-01,-,-,総合,長野県,-,-,0,37
2014-10-01,-,-,総合,富山県,-,-,0,14
2014-10-01,-,-,総合,石川県,-,-,0,18
2014-10-01,-,-,総合,福井県,-,-,0,11
2014-10-01,-,-,総合,岐阜県,-,-,0,35
2014-10-01,-,-,総合,静岡県,-,-,0,31
2014-10-01,-,-,総合,愛知県,-,-,0,110
2014-10-01,-,-,総合,三重県,-,-,0,38
2014-10-01,-,-,総合,滋賀県,-,-,0,46
2014-10-01,-,-,総合,京都府,-,-,0,50
2014-10-01,-,-,総合,大阪府,-,-,0,174
2014-10-01,-,-,総合,兵庫県,-,-,0,81
2014-10-01,-,-,総合,奈良県,-,-,0,26
2014-10-01,-,-,総合,和歌山県,-,-,0,11
2014-10-01,-,-,総合,鳥取県,-,-,0,9
2014-10-01,-,-,総合,島根県,-,-,0,12
2014-10-01,-,-,総合,岡山県,-,-,0,24
2014-10-01,-,-,総合,広島県,-,-,0,39
2014-10-01,-,-,総合,山口県,-,-,0,27
2014-10-01,-,-,総合,徳島県,-,-,0,5
2014-10-01,-,-,総合,香川県,-,-,0,12
2014-10-01,-,-,総合,愛媛県,-,-,0,13
2014-10-01,-,-,総合,高知県,-,-,0,7
2014-10-01,-,-,総合,福岡県,-,-,0,90
2014-10-01,-,-,総合,佐賀県,-,-,0,13
2014-10-01,-,-,総合,長崎県,-,-,0,18
2014-10-01,-,-,総合,熊本県,-,-,0,33
2014-10-01,-,-,総合,大分県,-,-,0,28
2014-10-01,-,-,総合,宮崎県,-,-,0,15
2014-10-01,-,-,総合,鹿児島県,-,-,0,26
2014-10-01,-,-,総合,沖縄県,-,-,0,31
2014-11-01,-,-,総合,北海道,-,-,0,92
2014-11-01,-,-,総合,青森県,-,-,0,23
2014-11-01,-,-,総合,岩手県,-,-,0,19
2014-11-01,-,-,総合,宮城県,-,-,0,24
2014-11-01,-,-,総合,秋田県,-,-,0,20
2014-11-01,-,-,総合,山形県,-,-,0,9
2014-11-01,-,-,総合,福島県,-,-,0,21
2014-11-01,-,-,総合,茨城県,-,-,0,34
2014-11-01,-,-,総合,栃木県,-,-,0,23
2014-11-01,-,-,総合,群馬県,-,-,0,38
2014-11-01,-,-,総合,埼玉県,-,-,0,82
2014-11-01,-,-,総合,千葉県,-,-,0,99
2014-11-01,-,-,総合,東京都,-,-,0,132
2014-11-01,-,-,総合,神奈川県,-,-,0,97
2014-11-01,-,-,総合,新潟県,-,-,0,31
2014-11-01,-,-,総合,山梨県,-,-,0,10
2014-11-01,-,-,総合,長野県,-,-,0,36
2014-11-01,-,-,総合,富山県,-,-,0,14
2014-11-01,-,-,総合,石川県,-,-,0,18
2014-11-01,-,-,総合,福井県,-,-,0,11
2014-11-01,-,-,総合,岐阜県,-,-,0,35
2014-11-01,-,-,総合,静岡県,-,-,0,31
2014-11-01,-,-,総合,愛知県,-,-,0,109
2014-11-01,-,-,総合,三重県,-,-,0,38
2014-11-01,-,-,総合,滋賀県,-,-,0,46
2014-11-01,-,-,総合,京都府,-,-,0,50
2014-11-01,-,-,総合,大阪府,-,-,0,175
2014-11-01,-,-,総合,兵庫県,-,-,0,81
2014-11-01,-,-,総合,奈良県,-,-,0,27
2014-11-01,-,-,総合,和歌山県,-,-,0,11
2014-11-01,-,-,総合,鳥取県,-,-,0,9
2014-11-01,-,-,総合,島根県,-,-,0,12
2014-11-01,-,-,総合,岡山県,-,-,0,24
2014-11-01,-,-,総合,広島県,-,-,0,39
2014-11-01,-,-,総合,山口県,-,-,0,27
2014-11-01,-,-,総合,徳島県,-,-,0,5
2014-11-01,-,-,総合,香川県,-,-,0,12
2014-11-01,-,-,総合,愛媛県,-,-,0,13
2014-11-01,-,-,総合,高知県,-,-,0,7
2014-11-01,-,-,総合,福岡県,-,-,0,90
2014-11-01,-,-,総合,佐賀県,-,-,0,13
2014-11-01,-,-,総合,長崎県,-,-,0,18
2014-11-01,-,-,総合,熊本県,-,-,0,33
2014-11-01,-,-,総合,大分県,-,-,0,28
2014-11-01,-,-,総合,宮崎県,-,-,0,15
2014-11-01,-,-,総合,鹿児島県,-,-,0,26
2014-11-01,-,-,総合,沖縄県,-,-,0,31
2014-12-01,-,-,総合,北海道,-,-,0,92
2014-12-01,-,-,総合,青森県,-,-,0,24
2014-12-01,-,-,総合,岩手県,-,-,0,19
2014-12-01,-,-,総合,宮城県,-,-,0,24
2014-12-01,-,-,総合,秋田県,-,-,0,20
2014-12-01,-,-,総合,山形県,-,-,0,9
2014-12-01,-,-,総合,福島県,-,-,0,21
2014-12-01,-,-,総合,茨城県,-,-,0,34
2014-12-01,-,-,総合,栃木県,-,-,0,23
2014-12-01,-,-,総合,群馬県,-,-,0,37
2014-12-01,-,-,総合,埼玉県,-,-,0,81
2014-12-01,-,-,総合,千葉県,-,-,0,97
2014-12-01,-,-,総合,東京都,-,-,0,133
2014-12-01,-,-,総合,神奈川県,-,-,0,96
2014-12-01,-,-,総合,新潟県,-,-,0,31
2014-12-01,-,-,総合,山梨県,-,-,0,10
2014-12-01,-,-,総合,長野県,-,-,0,36
2014-12-01,-,-,総合,富山県,-,-,0,14
2014-12-01,-,-,総合,石川県,-,-,0,18
2014-12-01,-,-,総合,福井県,-,-,0,11
2014-12-01,-,-,総合,岐阜県,-,-,0,36
2014-12-01,-,-,総合,静岡県,-,-,0,31
2014-12-01,-,-,総合,愛知県,-,-,0,109
2014-12-01,-,-,総合,三重県,-,-,0,38
2014-12-01,-,-,総合,滋賀県,-,-,0,46
2014-12-01,-,-,総合,京都府,-,-,0,50
2014-12-01,-,-,総合,大阪府,-,-,0,174
2014-12-01,-,-,総合,兵庫県,-,-,0,81
2014-12-01,-,-,総合,奈良県,-,-,0,27
2014-12-01,-,-,総合,和歌山県,-,-,0,11
2014-12-01,-,-,総合,鳥取県,-,-,0,9
2014-12-01,-,-,総合,島根県,-,-,0,11
2014-12-01,-,-,総合,岡山県,-,-,0,25
2014-12-01,-,-,総合,広島県,-,-,0,40
2014-12-01,-,-,総合,山口県,-,-,0,27
2014-12-01,-,-,総合,徳島県,-,-,0,5
2014-12-01,-,-,総合,香川県,-,-,0,12
2014-12-01,-,-,総合,愛媛県,-,-,0,13
2014-12-01,-,-,総合,高知県,-,-,0,7
2014-12-01,-,-,総合,福岡県,-,-,0,89
2014-12-01,-,-,総合,佐賀県,-,-,0,13
2014-12-01,-,-,総合,長崎県,-,-,0,18
2014-12-01,-,-,総合,熊本県,-,-,0,33
2014-12-01,-,-,総合,大分県,-,-,0,28
2014-12-01,-,-,総合,宮崎県,-,-,0,15
2014-12-01,-,-,総合,鹿児島県,-,-,0,26
2014-12-01,-,-,総合,沖縄県,-,-,0,31
2015-01-01,-,-,総合,北海道,-,-,0,92
2015-01-01,-,-,総合,青森県,-,-,0,24
2015-01-01,-,-,総合,岩手県,-,-,0,19
2015-01-01,-,-,総合,宮城県,-,-,0,24
2015-01-01,-,-,総合,秋田県,-,-,0,20
2015-01-01,-,-,総合,山形県,-,-,0,9
2015-01-01,-,-,総合,福島県,-,-,0,21
2015-01-01,-,-,総合,茨城県,-,-,0,34
2015-01-01,-,-,総合,栃木県,-,-,0,22
2015-01-01,-,-,総合,群馬県,-,-,0,37
2015-01-01,-,-,総合,埼玉県,-,-,0,81
2015-01-01,-,-,総合,千葉県,-,-,0,97
2015-01-01,-,-,総合,東京都,-,-,0,133
2015-01-01,-,-,総合,神奈川県,-,-,0,96
2015-01-01,-,-,総合,新潟県,-,-,0,31
2015-01-01,-,-,総合,山梨県,-,-,0,10
2015-01-01,-,-,総合,長野県,-,-,0,36
2015-01-01,-,-,総合,富山県,-,-,0,14
2015-01-01,-,-,総合,石川県,-,-,0,18
2015-01-01,-,-,総合,福井県,-,-,0,11
2015-01-01,-,-,総合,岐阜県,-,-,0,35
2015-01-01,-,-,総合,静岡県,-,-,0,30
2015-01-01,-,-,総合,愛知県,-,-,0,109
2015-01-01,-,-,総合,三重県,-,-,0,38
2015-01-01,-,-,総合,滋賀県,-,-,0,46
2015-01-01,-,-,総合,京都府,-,-,0,50
2015-01-01,-,-,総合,大阪府,-,-,0,174
2015-01-01,-,-,総合,兵庫県,-,-,0,81
2015-01-01,-,-,総合,奈良県,-,-,0,26
2015-01-01,-,-,総合,和歌山県,-,-,0,11
2015-01-01,-,-,総合,鳥取県,-,-,0,9
2015-01-01,-,-,総合,島根県,-,-,0,11
2015-01-01,-,-,総合,岡山県,-,-,0,25
2015-01-01,-,-,総合,広島県,-,-,0,40
2015-01-01,-,-,総合,山口県,-,-,0,27
2015-01-01,-,-,総合,徳島県,-,-,0,5
2015-01-01,-,-,総合,香川県,-,-,0,12
2015-01-01,-,-,総合,愛媛県,-,-,0,13
2015-01-01,-,-,総合,高知県,-,-,0,7
2015-01-01,-,-,総合,福岡県,-,-,0,90
2015-01-01,-,-,総合,佐賀県,-,-,0,13
2015-01-01,-,-,総合,長崎県,-,-,0,18
2015-01-01,-,-,総合,熊本県,-,-,0,33
2015-01-01,-,-,総合,大分県,-,-,0,28
2015-01-01,-,-,総合,宮崎県,-,-,0,15
2015-01-01,-,-,総合,鹿児島県,-,-,0,26
2015-01-01,-,-,総合,沖縄県,-,-,0,31
2015-02-01,-,-,総合,北海道,-,-,0,92
2015-02-01,-,-,総合,青森県,-,-,0,24
2015-02-01,-,-,総合,岩手県,-,-,0,19
2015-02-01,-,-,総合,宮城県,-,-,0,24
2015-02-01,-,-,総合,秋田県,-,-,0,20
2015-02-01,-,-,総合,山形県,-,-,0,9
2015-02-01,-,-,総合,福島県,-,-,0,21
2015-02-01,-,-,総合,茨城県,-,-,0,33
2015-02-01,-,-,総合,栃木県,-,-,0,22
2015-02-01,-,-,総合,群馬県,-,-,0,37
2015-02-01,-,-,総合,埼玉県,-,-,0,81
2015-02-01,-,-,総合,千葉県,-,-,0,97
2015-02-01,-,-,総合,東京都,-,-,0,132
2015-02-01,-,-,総合,神奈川県,-,-,0,96
2015-02-01,-,-,総合,新潟県,-,-,0,31
2015-02-01,-,-,総合,山梨県,-,-,0,10
2015-02-01,-,-,総合,長野県,-,-,0,36
2015-02-01,-,-,総合,富山県,-,-,0,14
2015-02-01,-,-,総合,石川県,-,-,0,18
2015-02-01,-,-,総合,福井県,-,-,0,11
2015-02-01,-,-,総合,岐阜県,-,-,0,35
2015-02-01,-,-,総合,静岡県,-,-,0,30
2015-02-01,-,-,総合,愛知県,-,-,0,109
2015-02-01,-,-,総合,三重県,-,-,0,38
2015-02-01,-,-,総合,滋賀県,-,-,0,45
2015-02-01,-,-,総合,京都府,-,-,0,50
2015-02-01,-,-,総合,大阪府,-,-,0,174
2015-02-01,-,-,総合,兵庫県,-,-,0,81
2015-02-01,-,-,総合,奈良県,-,-,0,26
2015-02-01,-,-,総合,和歌山県,-,-,0,11
2015-02-01,-,-,総合,鳥取県,-,-,0,9
2015-02-01,-,-,総合,島根県,-,-,0,11
2015-02-01,-,-,総合,岡山県,-,-,0,25
2015-02-01,-,-,総合,広島県,-,-,0,40
2015-02-01,-,-,総合,山口県,-,-,0,27
2015-02-01,-,-,総合,徳島県,-,-,0,5
2015-02-01,-,-,総合,香川県,-,-,0,12
2015-02-01,-,-,総合,愛媛県,-,-,0,13
2015-02-01,-,-,総合,高知県,-,-,0,7
2015-02-01,-,-,総合,福岡県,-,-,0,89
2015-02-01,-,-,総合,佐賀県,-,-,0,13
2015-02-01,-,-,総合,長崎県,-,-,0,18
2015-02-01,-,-,総合,熊本県,-,-,0,33
2015-02-01,-,-,総合,大分県,-,-,0,28
2015-02-01,-,-,総合,宮崎県,-,-,0,15
2015-02-01,-,-,総合,鹿児島県,-,-,0,26
2015-02-01,-,-,総合,沖縄県,-,-,0,31
2015-03-01,-,-,総合,北海道,-,-,0,93
2015-03-01,-,-,総合,青森県,-,-,0,24
2015-03-01,-,-,総合,岩手県,-,-,0,19
2015-03-01,-,-,総合,宮城県,-,-,0,24
2015-03-01,-,-,総合,秋田県,-,-,0,20
2015-03-01,-,-,総合,山形県,-,-,0,9
2015-03-01,-,-,総合,福島県,-,-,0,21
2015-03-01,-,-,総合,茨城県,-,-,0,33
2015-03-01,-,-,総合,栃木県,-,-,0,22
2015-03-01,-,-,総合,群馬県,-,-,0,37
2015-03-01,-,-,総合,埼玉県,-,-,0,80
2015-03-01,-,-,総合,千葉県,-,-,0,97
2015-03-01,-,-,総合,東京都,-,-,0,132
2015-03-01,-,-,総合,神奈川県,-,-,0,96
2015-03-01,-,-,総合,新潟県,-,-,0,31
2015-03-01,-,-,総合,山梨県,-,-,0,10
2015-03-01,-,-,総合,長野県,-,-,0,35
2015-03-01,-,-,総合,富山県,-,-,0,14
2015-03-01,-,-,総合,石川県,-,-,0,18
2015-03-01,-,-,総合,福井県,-,-,,11
2015-03-01,-,-,総合,岐阜県,-,-,,35
2015-03-01,-,-,総合,静岡県,-,-,,30
2015-03-01,-,-,総合,愛知県,-,-,,109
2015-03-01,-,-,総合,三重県,-,-,,38
2015-03-01,-,-,総合,滋賀県,-,-,,45
2015-03-01,-,-,総合,京都府,-,-,,50
2015-03-01,-,-,総合,大阪府,-,-,,173
2015-03-01,-,-,総合,兵庫県,-,-,,81
2015-03-01,-,-,総合,奈良県,-,-,,26
2015-03-01,-,-,総合,和歌山県,-,-,,11
2015-03-01,-,-,総合,鳥取県,-,-,,9
2015-03-01,-,-,総合,島根県,-,-,,11
2015-03-01,-,-,総合,岡山県,-,-,,25
2015-03-01,-,-,総合,広島県,-,-,,40
2015-03-01,-,-,総合,山口県,-,-,,27
2015-03-01,-,-,総合,徳島県,-,-,,5
2015-03-01,-,-,総合,香川県,-,-,,12
2015-03-01,-,-,総合,愛媛県,-,-,,13
2015-03-01,-,-,総合,高知県,-,-,,7
2015-03-01,-,-,総合,福岡県,-,-,,89
2015-03-01,-,-,総合,佐賀県,-,-,,13
2015-03-01,-,-,総合,長崎県,-,-,,19
2015-03-01,-,-,総合,熊本県,-,-,,33
2015-03-01,-,-,総合,大分県,-,-,,28
2015-03-01,-,-,総合,宮崎県,-,-,,15
2015-03-01,-,-,総合,鹿児島県,-,-,,26
2015-03-01,-,-,総合,沖縄県,-,-,,31
2015-04-01,-,-,総合,北海道,-,-,,93
2015-04-01,-,-,総合,青森県,-,-,,24
2015-04-01,-,-,総合,岩手県,-,-,,19
2015-04-01,-,-,総合,宮城県,-,-,,24
2015-04-01,-,-,総合,秋田県,-,-,,20
2015-04-01,-,-,総合,山形県,-,-,,9
2015-04-01,-,-,総合,福島県,-,-,,21
2015-04-01,-,-,総合,茨城県,-,-,,33
2015-04-01,-,-,総合,栃木県,-,-,,22
2015-04-01,-,-,総合,群馬県,-,-,,37
2015-04-01,-,-,総合,埼玉県,-,-,,80
2015-04-01,-,-,総合,千葉県,-,-,,97
2015-04-01,-,-,総合,東京都,-,-,,131
2015-04-01,-,-,総合,神奈川県,-,-,,97
2015-04-01,-,-,総合,新潟県,-,-,,31
2015-04-01,-,-,総合,山梨県,-,-,,10
2015-04-01,-,-,総合,長野県,-,-,,35
2015-04-01,-,-,総合,富山県,-,-,,14
2015-04-01,-,-,総合,石川県,-,-,,18
2015-04-01,-,-,総合,福井県,-,-,,11
2015-04-01,-,-,総合,岐阜県,-,-,,36
2015-04-01,-,-,総合,静岡県,-,-,,28
2015-04-01,-,-,総合,愛知県,-,-,,109
2015-04-01,-,-,総合,三重県,-,-,,38
2015-04-01,-,-,総合,滋賀県,-,-,,44
2015-04-01,-,-,総合,京都府,-,-,,51
2015-04-01,-,-,総合,大阪府,-,-,,173
2015-04-01,-,-,総合,兵庫県,-,-,,80
2015-04-01,-,-,総合,奈良県,-,-,,27
2015-04-01,-,-,総合,和歌山県,-,-,,11
2015-04-01,-,-,総合,鳥取県,-,-,,9
2015-04-01,-,-,総合,島根県,-,-,,11
2015-04-01,-,-,総合,岡山県,-,-,,25
2015-04-01,-,-,総合,広島県,-,-,,41
2015-04-01,-,-,総合,山口県,-,-,,27
2015-04-01,-,-,総合,徳島県,-,-,,5
2015-04-01,-,-,総合,香川県,-,-,,12
2015-04-01,-,-,総合,愛媛県,-,-,,13
2015-04-01,-,-,総合,高知県,-,-,,7
2015-04-01,-,-,総合,福岡県,-,-,,88
2015-04-01,-,-,総合,佐賀県,-,-,,13
2015-04-01,-,-,総合,長崎県,-,-,,18
2015-04-01,-,-,総合,熊本県,-,-,,33
2015-04-01,-,-,総合,大分県,-,-,,28
2015-04-01,-,-,総合,宮崎県,-,-,,15
2015-04-01,-,-,総合,鹿児島県,-,-,,26
2015-04-01,-,-,総合,沖縄県,-,-,,32
2015-05-01,-,-,総合,北海道,-,-,,92
2015-05-01,-,-,総合,青森県,-,-,,24
2015-05-01,-,-,総合,岩手県,-,-,,19
2015-05-01,-,-,総合,宮城県,-,-,,24
2015-05-01,-,-,総合,秋田県,-,-,,20
2015-05-01,-,-,総合,山形県,-,-,,9
2015-05-01,-,-,総合,福島県,-,-,,21
2015-05-01,-,-,総合,茨城県,-,-,,33
2015-05-01,-,-,総合,栃木県,-,-,,22
2015-05-01,-,-,総合,群馬県,-,-,,37
2015-05-01,-,-,総合,埼玉県,-,-,,80
2015-05-01,-,-,総合,千葉県,-,-,,97
2015-05-01,-,-,総合,東京都,-,-,,131
2015-05-01,-,-,総合,神奈川県,-,-,,96
2015-05-01,-,-,総合,新潟県,-,-,,31
2015-05-01,-,-,総合,山梨県,-,-,,10
2015-05-01,-,-,総合,長野県,-,-,,36
2015-05-01,-,-,総合,富山県,-,-,,14
2015-05-01,-,-,総合,石川県,-,-,,18
2015-05-01,-,-,総合,福井県,-,-,,11
2015-05-01,-,-,総合,岐阜県,-,-,,37
2015-05-01,-,-,総合,静岡県,-,-,,28
2015-05-01,-,-,総合,愛知県,-,-,,110
2015-05-01,-,-,総合,三重県,-,-,,38
2015-05-01,-,-,総合,滋賀県,-,-,,44
2015-05-01,-,-,総合,京都府,-,-,,50
2015-05-01,-,-,総合,大阪府,-,-,,173
2015-05-01,-,-,総合,兵庫県,-,-,,80
2015-05-01,-,-,総合,奈良県,-,-,,27
2015-05-01,-,-,総合,和歌山県,-,-,,11
2015-05-01,-,-,総合,鳥取県,-,-,,9
2015-05-01,-,-,総合,島根県,-,-,,11
2015-05-01,-,-,総合,岡山県,-,-,,25
2015-05-01,-,-,総合,広島県,-,-,,41
2015-05-01,-,-,総合,山口県,-,-,,27
2015-05-01,-,-,総合,徳島県,-,-,,5
2015-05-01,-,-,総合,香川県,-,-,,12
2015-05-01,-,-,総合,愛媛県,-,-,,13
2015-05-01,-,-,総合,高知県,-,-,,7
2015-05-01,-,-,総合,福岡県,-,-,,88
2015-05-01,-,-,総合,佐賀県,-,-,,13
2015-05-01,-,-,総合,長崎県,-,-,,18
2015-05-01,-,-,総合,熊本県,-,-,,33
2015-05-01,-,-,総合,大分県,-,-,,28
2015-05-01,-,-,総合,宮崎県,-,-,,15
2015-05-01,-,-,総合,鹿児島県,-,-,,26
2015-05-01,-,-,総合,沖縄県,-,-,,32
2015-06-01,-,-,総合,北海道,-,-,,90
2015-06-01,-,-,総合,青森県,-,-,,24
2015-06-01,-,-,総合,岩手県,-,-,,19
2015-06-01,-,-,総合,宮城県,-,-,,24
2015-06-01,-,-,総合,秋田県,-,-,,20
2015-06-01,-,-,総合,山形県,-,-,,9
2015-06-01,-,-,総合,福島県,-,-,,21
2015-06-01,-,-,総合,茨城県,-,-,,33
2015-06-01,-,-,総合,栃木県,-,-,,22
2015-06-01,-,-,総合,群馬県,-,-,,37
2015-06-01,-,-,総合,埼玉県,-,-,,80
2015-06-01,-,-,総合,千葉県,-,-,,96
2015-06-01,-,-,総合,東京都,-,-,,130
2015-06-01,-,-,総合,神奈川県,-,-,,96
2015-06-01,-,-,総合,新潟県,-,-,,31
2015-06-01,-,-,総合,山梨県,-,-,,10
2015-06-01,-,-,総合,長野県,-,-,,36
2015-06-01,-,-,総合,富山県,-,-,,14
2015-06-01,-,-,総合,石川県,-,-,,18
2015-06-01,-,-,総合,福井県,-,-,,11
2015-06-01,-,-,総合,岐阜県,-,-,,37
2015-06-01,-,-,総合,静岡県,-,-,,28
2015-06-01,-,-,総合,愛知県,-,-,,110
2015-06-01,-,-,総合,三重県,-,-,,38
2015-06-01,-,-,総合,滋賀県,-,-,,44
2015-06-01,-,-,総合,京都府,-,-,,50
2015-06-01,-,-,総合,大阪府,-,-,,173
2015-06-01,-,-,総合,兵庫県,-,-,,81
2015-06-01,-,-,総合,奈良県,-,-,,28
2015-06-01,-,-,総合,和歌山県,-,-,,11
2015-06-01,-,-,総合,鳥取県,-,-,,9
2015-06-01,-,-,総合,島根県,-,-,,12
2015-06-01,-,-,総合,岡山県,-,-,,26
2015-06-01,-,-,総合,広島県,-,-,,41
2015-06-01,-,-,総合,山口県,-,-,,27
2015-06-01,-,-,総合,徳島県,-,-,,5
2015-06-01,-,-,総合,香川県,-,-,,11
2015-06-01,-,-,総合,愛媛県,-,-,,13
2015-06-01,-,-,総合,高知県,-,-,,7
2015-06-01,-,-,総合,福岡県,-,-,,89
2015-06-01,-,-,総合,佐賀県,-,-,,13
2015-06-01,-,-,総合,長崎県,-,-,,18
2015-06-01,-,-,総合,熊本県,-,-,,33
2015-06-01,-,-,総合,大分県,-,-,,29
2015-06-01,-,-,総合,宮崎県,-,-,,15
2015-06-01,-,-,総合,鹿児島県,-,-,,26
2015-06-01,-,-,総合,沖縄県,-,-,,32
2015-07-01,-,-,総合,北海道,-,-,,90
2015-07-01,-,-,総合,青森県,-,-,,24
2015-07-01,-,-,総合,岩手県,-,-,,19
2015-07-01,-,-,総合,宮城県,-,-,,24
2015-07-01,-,-,総合,秋田県,-,-,,20
2015-07-01,-,-,総合,山形県,-,-,,9
