年月,未使用2,未使用3,店舗タイプ,都道府県,未使用1,未使用4,ジョブカテゴリ,カウント
2020-11-01,-,-,大型,鹿児島県,-,-,,28
2020-11-01,-,-,大型,沖縄県,-,-,,31
2020-12-01,-,-,大型,北海道,-,-,,88
2020-12-01,-,-,大型,青森県,-,-,,29
2020-12-01,-,-,大型,岩手県,-,-,,24
2020-12-01,-,-,大型,宮城県,-,-,,24
2020-12-01,-,-,大型,秋田県,-,-,,20
2020-12-01,-,-,大型,山形県,-,-,,9
2020-12-01,-,-,大型,福島県,-,-,,18
2020-12-01,-,-,大型,茨城県,-,-,,25
2020-12-01,-,-,大型,栃木県,-,-,,23
2020-12-01,-,-,大型,群馬県,-,-,,32
2020-12-01,-,-,大型,埼玉県,-,-,,69
2020-12-01,-,-,大型,千葉県,-,-,,92
2020-12-01,-,-,大型,東京都,-,-,,123
2020-12-01,-,-,大型,神奈川県,-,-,,87
2020-12-01,-,-,大型,新潟県,-,-,,29
2020-12-01,-,-,大型,山梨県,-,-,,12
2020-12-01,-,-,大型,長野県,-,-,,36
2020-12-01,-,-,大型,富山県,-,-,,13
2020-12-01,-,-,大型,石川県,-,-,,18
2020-12-01,-,-,大型,福井県,-,-,,10
2020-12-01,-,-,大型,岐阜県,-,-,,39
2020-12-01,-,-,大型,静岡県,-,-,,24
2020-12-01,-,-,大型,愛知県,-,-,,108
2020-12-01,-,-,大型,三重県,-,-,,43
2020-12-01,-,-,大型,滋賀県,-,-,,43
2020-12-01,-,-,大型,京都府,-,-,,44
2020-12-01,-,-,大型,大阪府,-,-,,161
2020-12-01,-,-,大型,兵庫県,-,-,,79
2020-12-01,-,-,大型,奈良県,-,-,,28
2020-12-01,-,-,大型,和歌山県,-,-,,11
2020-12-01,-,-,大型,鳥取県,-,-,,11
2020-12-01,-,-,大型,島根県,-,-,,18
2020-12-01,-,-,大型,岡山県,-,-,,21
2020-12-01,-,-,大型,広島県,-,-,,38
2020-12-01,-,-,大型,山口県,-,-,,29
2020-12-01,-,-,大型,徳島県,-,-,,6
2020-12-01,-,-,大型,香川県,-,-,,11
2020-12-01,-,-,大型,愛媛県,-,-,,13
2020-12-01,-,-,大型,高知県,-,-,,7
2020-12-01,-,-,大型,福岡県,-,-,,95
2020-12-01,-,-,大型,佐賀県,-,-,,16
2020-12-01,-,-,大型,長崎県,-,-,,19
2020-12-01,-,-,大型,熊本県,-,-,,38
2020-12-01,-,-,大型,大分県,-,-,,30
2020-12-01,-,-,大型,宮崎県,-,-,,19
2020-12-01,-,-,大型,鹿児島県,-,-,,29
2020-12-01,-,-,大型,沖縄県,-,-,,31
2021-01-01,-,-,大型,北海道,-,-,,88
2021-01-01,-,-,大型,青森県,-,-,,29
2021-01-01,-,-,大型,岩手県,-,-,,24
2021-01-01,-,-,大型,宮城県,-,-,,24
2021-01-01,-,-,大型,秋田県,-,-,,20
2021-01-01,-,-,大型,山形県,-,-,,9
2021-01-01,-,-,大型,福島県,-,-,,18
2021-01-01,-,-,大型,茨城県,-,-,,25
2021-01-01,-,-,大型,栃木県,-,-,,23
2021-01-01,-,-,大型,群馬県,-,-,,32
2021-01-01,-,-,大型,埼玉県,-,-,,69
2021-01-01,-,-,大型,千葉県,-,-,,92
2021-01-01,-,-,大型,東京都,-,-,,123
2021-01-01,-,-,大型,神奈川県,-,-,,87
2021-01-01,-,-,大型,新潟県,-,-,,29
2021-01-01,-,-,大型,山梨県,-,-,,12
2021-01-01,-,-,大型,長野県,-,-,,36
2021-01-01,-,-,大型,富山県,-,-,,13
2021-01-01,-,-,大型,石川県,-,-,,18
2021-01-01,-,-,大型,福井県,-,-,,9
2021-01-01,-,-,大型,岐阜県,-,-,,39
2021-01-01,-,-,大型,静岡県,-,-,,24
2021-01-01,-,-,大型,愛知県,-,-,,109
2021-01-01,-,-,大型,三重県,-,-,,43
2021-01-01,-,-,大型,滋賀県,-,-,,43
2021-01-01,-,-,大型,京都府,-,-,,45
2021-01-01,-,-,大型,大阪府,-,-,,159
2021-01-01,-,-,大型,兵庫県,-,-,,79
2021-01-01,-,-,大型,奈良県,-,-,,28
2021-01-01,-,-,大型,和歌山県,-,-,,11
2021-01-01,-,-,大型,鳥取県,-,-,,11
2021-01-01,-,-,大型,島根県,-,-,,17
2021-01-01,-,-,大型,岡山県,-,-,,21
2021-01-01,-,-,大型,広島県,-,-,,37
2021-01-01,-,-,大型,山口県,-,-,,29
2021-01-01,-,-,大型,徳島県,-,-,,6
2021-01-01,-,-,大型,香川県,-,-,,11
2021-01-01,-,-,大型,愛媛県,-,-,,13
2021-01-01,-,-,大型,高知県,-,-,,7
2021-01-01,-,-,大型,福岡県,-,-,,95
2021-01-01,-,-,大型,佐賀県,-,-,,16
2021-01-01,-,-,大型,長崎県,-,-,,19
2021-01-01,-,-,大型,熊本県,-,-,,39
2021-01-01,-,-,大型,大分県,-,-,,30
2021-01-01,-,-,大型,宮崎県,-,-,,19
2021-01-01,-,-,大型,鹿児島県,-,-,,29
2021-01-01,-,-,大型,沖縄県,-,-,,31
2021-02-01,-,-,大型,北海道,-,-,,88
2021-02-01,-,-,大型,青森県,-,-,,29
2021-02-01,-,-,大型,岩手県,-,-,,24
2021-02-01,-,-,大型,宮城県,-,-,,24
2021-02-01,-,-,大型,秋田県,-,-,,20
2021-02-01,-,-,大型,山形県,-,-,,9
2021-02-01,-,-,大型,福島県,-,-,,18
2021-02-01,-,-,大型,茨城県,-,-,,26
2021-02-01,-,-,大型,栃木県,-,-,,23
2021-02-01,-,-,大型,群馬県,-,-,,32
2021-02-01,-,-,大型,埼玉県,-,-,,69
2021-02-01,-,-,大型,千葉県,-,-,,91
2021-02-01,-,-,大型,東京都,-,-,,123
2021-02-01,-,-,大型,神奈川県,-,-,,88
2021-02-01,-,-,大型,新潟県,-,-,,29
2021-02-01,-,-,大型,山梨県,-,-,,12
2021-02-01,-,-,大型,長野県,-,-,,35
2021-02-01,-,-,大型,富山県,-,-,,13
2021-02-01,-,-,大型,石川県,-,-,,18
2021-02-01,-,-,大型,福井県,-,-,,9
2021-02-01,-,-,大型,岐阜県,-,-,,39
2021-02-01,-,-,大型,静岡県,-,-,,24
2021-02-01,-,-,大型,愛知県,-,-,,109
2021-02-01,-,-,大型,三重県,-,-,,42
2021-02-01,-,-,大型,滋賀県,-,-,,43
2021-02-01,-,-,大型,京都府,-,-,,45
2021-02-01,-,-,大型,大阪府,-,-,,159
2021-02-01,-,-,大型,兵庫県,-,-,,79
2021-02-01,-,-,大型,奈良県,-,-,,28
2021-02-01,-,-,大型,和歌山県,-,-,,11
2021-02-01,-,-,大型,鳥取県,-,-,,11
2021-02-01,-,-,大型,島根県,-,-,,17
2021-02-01,-,-,大型,岡山県,-,-,,21
2021-02-01,-,-,大型,広島県,-,-,,36
2021-02-01,-,-,大型,山口県,-,-,,29
2021-02-01,-,-,大型,徳島県,-,-,,6
2021-02-01,-,-,大型,香川県,-,-,,11
2021-02-01,-,-,大型,愛媛県,-,-,,13
2021-02-01,-,-,大型,高知県,-,-,,7
2021-02-01,-,-,大型,福岡県,-,-,,95
2021-02-01,-,-,大型,佐賀県,-,-,,16
2021-02-01,-,-,大型,長崎県,-,-,,19
2021-02-01,-,-,大型,熊本県,-,-,,39
2021-02-01,-,-,大型,大分県,-,-,,30
2021-02-01,-,-,大型,宮崎県,-,-,,19
2021-02-01,-,-,大型,鹿児島県,-,-,,29
2021-02-01,-,-,大型,沖縄県,-,-,,31
2021-03-01,-,-,大型,北海道,-,-,,88
2021-03-01,-,-,大型,青森県,-,-,,30
2021-03-01,-,-,大型,岩手県,-,-,,24
2021-03-01,-,-,大型,宮城県,-,-,,25
2021-03-01,-,-,大型,秋田県,-,-,,20
2021-03-01,-,-,大型,山形県,-,-,,9
2021-03-01,-,-,大型,福島県,-,-,,18
2021-03-01,-,-,大型,茨城県,-,-,,26
2021-03-01,-,-,大型,栃木県,-,-,,23
2021-03-01,-,-,大型,群馬県,-,-,,32
2021-03-01,-,-,大型,埼玉県,-,-,,69
2021-03-01,-,-,大型,千葉県,-,-,,90
2021-03-01,-,-,大型,東京都,-,-,,123
2021-03-01,-,-,大型,神奈川県,-,-,,88
2021-03-01,-,-,大型,新潟県,-,-,,29
2021-03-01,-,-,大型,山梨県,-,-,,12
2021-03-01,-,-,大型,長野県,-,-,,35
2021-03-01,-,-,大型,富山県,-,-,,13
2021-03-01,-,-,大型,石川県,-,-,,18
2021-03-01,-,-,大型,福井県,-,-,,9
2021-03-01,-,-,大型,岐阜県,-,-,,40
2021-03-01,-,-,大型,静岡県,-,-,,24
2021-03-01,-,-,大型,愛知県,-,-,,109
2021-03-01,-,-,大型,三重県,-,-,,43
2021-03-01,-,-,大型,滋賀県,-,-,,43
2021-03-01,-,-,大型,京都府,-,-,,45
2021-03-01,-,-,大型,大阪府,-,-,,158
2021-03-01,-,-,大型,兵庫県,-,-,,79
2021-03-01,-,-,大型,奈良県,-,-,,28
2021-03-01,-,-,大型,和歌山県,-,-,,11
2021-03-01,-,-,大型,鳥取県,-,-,,11
2021-03-01,-,-,大型,島根県,-,-,,17
2021-03-01,-,-,大型,岡山県,-,-,,21
2021-03-01,-,-,大型,広島県,-,-,,36
2021-03-01,-,-,大型,山口県,-,-,,29
2021-03-01,-,-,大型,徳島県,-,-,,5
2021-03-01,-,-,大型,香川県,-,-,,11
2021-03-01,-,-,大型,愛媛県,-,-,,13
2021-03-01,-,-,大型,高知県,-,-,,7
2021-03-01,-,-,大型,福岡県,-,-,,95
2021-03-01,-,-,大型,佐賀県,-,-,,16
2021-03-01,-,-,大型,長崎県,-,-,,18
2021-03-01,-,-,大型,熊本県,-,-,,38
2021-03-01,-,-,大型,大分県,-,-,,30
2021-03-01,-,-,大型,宮崎県,-,-,,19
2021-03-01,-,-,大型,鹿児島県,-,-,,29
2021-03-01,-,-,大型,沖縄県,-,-,,31
2021-04-01,-,-,大型,北海道,-,-,,88
2021-04-01,-,-,大型,青森県,-,-,,30
2021-04-01,-,-,大型,岩手県,-,-,,24
2021-04-01,-,-,大型,宮城県,-,-,,25
2021-04-01,-,-,大型,秋田県,-,-,,20
2021-04-01,-,-,大型,山形県,-,-,,9
2021-04-01,-,-,大型,福島県,-,-,,18
2021-04-01,-,-,大型,茨城県,-,-,,26
2021-04-01,-,-,大型,栃木県,-,-,,23
2021-04-01,-,-,大型,群馬県,-,-,,32
2021-04-01,-,-,大型,埼玉県,-,-,,69
2021-04-01,-,-,大型,千葉県,-,-,,91
2021-04-01,-,-,大型,東京都,-,-,,123
2021-04-01,-,-,大型,神奈川県,-,-,,88
2021-04-01,-,-,大型,新潟県,-,-,,29
2021-04-01,-,-,大型,山梨県,-,-,,12
2021-04-01,-,-,大型,長野県,-,-,,35
2021-04-01,-,-,大型,富山県,-,-,,13
2021-04-01,-,-,大型,石川県,-,-,,18
2021-04-01,-,-,大型,福井県,-,-,,9
2021-04-01,-,-,大型,岐阜県,-,-,,40
2021-04-01,-,-,大型,静岡県,-,-,,24
2021-04-01,-,-,大型,愛知県,-,-,,109
2021-04-01,-,-,大型,三重県,-,-,,43
2021-04-01,-,-,大型,滋賀県,-,-,,43
2021-04-01,-,-,大型,京都府,-,-,,45
2021-04-01,-,-,大型,大阪府,-,-,,157
2021-04-01,-,-,大型,兵庫県,-,-,,79
2021-04-01,-,-,大型,奈良県,-,-,,27
2021-04-01,-,-,大型,和歌山県,-,-,,11
2021-04-01,-,-,大型,鳥取県,-,-,,11
2021-04-01,-,-,大型,島根県,-,-,,17
2021-04-01,-,-,大型,岡山県,-,-,,21
2021-04-01,-,-,大型,広島県,-,-,,36
2021-04-01,-,-,大型,山口県,-,-,,29
2021-04-01,-,-,大型,徳島県,-,-,,5
2021-04-01,-,-,大型,香川県,-,-,,11
2021-04-01,-,-,大型,愛媛県,-,-,,13
2021-04-01,-,-,大型,高知県,-,-,,7
2021-04-01,-,-,大型,福岡県,-,-,,95
2021-04-01,-,-,大型,佐賀県,-,-,,16
2021-04-01,-,-,大型,長崎県,-,-,,18
2021-04-01,-,-,大型,熊本県,-,-,,38
2021-04-01,-,-,大型,大分県,-,-,,30
2021-04-01,-,-,大型,宮崎県,-,-,,19
2021-04-01,-,-,大型,鹿児島県,-,-,,29
2021-04-01,-,-,大型,沖縄県,-,-,,31
2021-05-01,-,-,大型,北海道,-,-,,88
2021-05-01,-,-,大型,青森県,-,-,,30
2021-05-01,-,-,大型,岩手県,-,-,,24
2021-05-01,-,-,大型,宮城県,-,-,,25
2021-05-01,-,-,大型,秋田県,-,-,,20
2021-05-01,-,-,大型,山形県,-,-,,9
2021-05-01,-,-,大型,福島県,-,-,,18
2021-05-01,-,-,大型,茨城県,-,-,,26
2021-05-01,-,-,大型,栃木県,-,-,,23
2021-05-01,-,-,大型,群馬県,-,-,,32
2021-05-01,-,-,大型,埼玉県,-,-,,70
2021-05-01,-,-,大型,千葉県,-,-,,91
2021-05-01,-,-,大型,東京都,-,-,,123
2021-05-01,-,-,大型,神奈川県,-,-,,88
2021-05-01,-,-,大型,新潟県,-,-,,29
2021-05-01,-,-,大型,山梨県,-,-,,12
2021-05-01,-,-,大型,長野県,-,-,,35
2021-05-01,-,-,大型,富山県,-,-,,13
2021-05-01,-,-,大型,石川県,-,-,,18
2021-05-01,-,-,大型,福井県,-,-,,9
2021-05-01,-,-,大型,岐阜県,-,-,,40
2021-05-01,-,-,大型,静岡県,-,-,,24
2021-05-01,-,-,大型,愛知県,-,-,,109
2021-05-01,-,-,大型,三重県,-,-,,43
2021-05-01,-,-,大型,滋賀県,-,-,,43
2021-05-01,-,-,大型,京都府,-,-,,45
2021-05-01,-,-,大型,大阪府,-,-,,157
2021-05-01,-,-,大型,兵庫県,-,-,,79
2021-05-01,-,-,大型,奈良県,-,-,,27
2021-05-01,-,-,大型,和歌山県,-,-,,11
2021-05-01,-,-,大型,鳥取県,-,-,,11
2021-05-01,-,-,大型,島根県,-,-,,17
2021-05-01,-,-,大型,岡山県,-,-,,21
2021-05-01,-,-,大型,広島県,-,-,,36
2021-05-01,-,-,大型,山口県,-,-,,29
2021-05-01,-,-,大型,徳島県,-,-,,5
2021-05-01,-,-,大型,香川県,-,-,,11
2021-05-01,-,-,大型,愛媛県,-,-,,13
2021-05-01,-,-,大型,高知県,-,-,,7
2021-05-01,-,-,大型,福岡県,-,-,,95
2021-05-01,-,-,大型,佐賀県,-,-,,16
2021-05-01,-,-,大型,長崎県,-,-,,18
2021-05-01,-,-,大型,熊本県,-,-,,38
2021-05-01,-,-,大型,大分県,-,-,,30
2021-05-01,-,-,大型,宮崎県,-,-,,19
2021-05-01,-,-,大型,鹿児島県,-,-,,29
2021-05-01,-,-,大型,沖縄県,-,-,,31
2021-06-01,-,-,大型,北海道,-,-,,88
2021-06-01,-,-,大型,青森県,-,-,,30
2021-06-01,-,-,大型,岩手県,-,-,,24
2021-06-01,-,-,大型,宮城県,-,-,,25
2021-06-01,-,-,大型,秋田県,-,-,,20
2021-06-01,-,-,大型,山形県,-,-,,9
2021-06-01,-,-,大型,福島県,-,-,,18
2021-06-01,-,-,大型,茨城県,-,-,,25
2021-06-01,-,-,大型,栃木県,-,-,,23
2021-06-01,-,-,大型,群馬県,-,-,,32
2021-06-01,-,-,大型,埼玉県,-,-,,71
2021-06-01,-,-,大型,千葉県,-,-,,91
2021-06-01,-,-,大型,東京都,-,-,,123
2021-06-01,-,-,大型,神奈川県,-,-,,88
2021-06-01,-,-,大型,新潟県,-,-,,29
2021-06-01,-,-,大型,山梨県,-,-,,12
2021-06-01,-,-,大型,長野県,-,-,,35
2021-06-01,-,-,大型,富山県,-,-,,13
2021-06-01,-,-,大型,石川県,-,-,,18
2021-06-01,-,-,大型,福井県,-,-,,9
2021-06-01,-,-,大型,岐阜県,-,-,,41
2021-06-01,-,-,大型,静岡県,-,-,,24
2021-06-01,-,-,大型,愛知県,-,-,,107
2021-06-01,-,-,大型,三重県,-,-,,43
2021-06-01,-,-,大型,滋賀県,-,-,,43
2021-06-01,-,-,大型,京都府,-,-,,45
2021-06-01,-,-,大型,大阪府,-,-,,156
2021-06-01,-,-,大型,兵庫県,-,-,,79
2021-06-01,-,-,大型,奈良県,-,-,,26
2021-06-01,-,-,大型,和歌山県,-,-,,11
2021-06-01,-,-,大型,鳥取県,-,-,,11
2021-06-01,-,-,大型,島根県,-,-,,17
2021-06-01,-,-,大型,岡山県,-,-,,21
2021-06-01,-,-,大型,広島県,-,-,,36
2021-06-01,-,-,大型,山口県,-,-,,29
2021-06-01,-,-,大型,徳島県,-,-,,5
2021-06-01,-,-,大型,香川県,-,-,,11
2021-06-01,-,-,大型,愛媛県,-,-,,13
2021-06-01,-,-,大型,高知県,-,-,,7
2021-06-01,-,-,大型,福岡県,-,-,,94
2021-06-01,-,-,大型,佐賀県,-,-,,16
2021-06-01,-,-,大型,長崎県,-,-,,18
2021-06-01,-,-,大型,熊本県,-,-,,39
2021-06-01,-,-,大型,大分県,-,-,,31
2021-06-01,-,-,大型,宮崎県,-,-,,19
2021-06-01,-,-,大型,鹿児島県,-,-,,29
2021-06-01,-,-,大型,沖縄県,-,-,,31
2021-07-01,-,-,大型,北海道,-,-,,88
2021-07-01,-,-,大型,青森県,-,-,,28
2021-07-01,-,-,大型,岩手県,-,-,,24
2021-07-01,-,-,大型,宮城県,-,-,,25
2021-07-01,-,-,大型,秋田県,-,-,,20
2021-07-01,-,-,大型,山形県,-,-,,9
2021-07-01,-,-,大型,福島県,-,-,,18
2021-07-01,-,-,大型,茨城県,-,-,,25
2021-07-01,-,-,大型,栃木県,-,-,,23
2021-07-01,-,-,大型,群馬県,-,-,,32
2021-07-01,-,-,大型,埼玉県,-,-,,71
2021-07-01,-,-,大型,千葉県,-,-,,91
2021-07-01,-,-,大型,東京都,-,-,,123
2021-07-01,-,-,大型,神奈川県,-,-,,88
2021-07-01,-,-,大型,新潟県,-,-,,29
2021-07-01,-,-,大型,山梨県,-,-,,11
2021-07-01,-,-,大型,長野県,-,-,,35
2021-07-01,-,-,大型,富山県,-,-,,13
2021-07-01,-,-,大型,石川県,-,-,,19
2021-07-01,-,-,大型,福井県,-,-,,9
2021-07-01,-,-,大型,岐阜県,-,-,,41
2021-07-01,-,-,大型,静岡県,-,-,,24
2021-07-01,-,-,大型,愛知県,-,-,,109
2021-07-01,-,-,大型,三重県,-,-,,43
2021-07-01,-,-,大型,滋賀県,-,-,,43
2021-07-01,-,-,大型,京都府,-,-,,45
2021-07-01,-,-,大型,大阪府,-,-,,156
2021-07-01,-,-,大型,兵庫県,-,-,,79
2021-07-01,-,-,大型,奈良県,-,-,,26
2021-07-01,-,-,大型,和歌山県,-,-,,11
2021-07-01,-,-,大型,鳥取県,-,-,,11
2021-07-01,-,-,大型,島根県,-,-,,17
2021-07-01,-,-,大型,岡山県,-,-,,21
2021-07-01,-,-,大型,広島県,-,-,,35
2021-07-01,-,-,大型,山口県,-,-,,29
2021-07-01,-,-,大型,徳島県,-,-,,5
2021-07-01,-,-,大型,香川県,-,-,,11
2021-07-01,-,-,大型,愛媛県,-,-,,13
2021-07-01,-,-,大型,高知県,-,-,,7
2021-07-01,-,-,大型,福岡県,-,-,,94
2021-07-01,-,-,大型,佐賀県,-,-,,16
2021-07-01,-,-,大型,長崎県,-,-,,18
2021-07-01,-,-,大型,熊本県,-,-,,39
2021-07-01,-,-,大型,大分県,-,-,,31
2021-07-01,-,-,大型,宮崎県,-,-,,19
2021-07-01,-,-,大型,鹿児島県,-,-,,29
2021-07-01,-,-,大型,沖縄県,-,-,,31
2021-08-01,-,-,大型,北海道,-,-,,88
2021-08-01,-,-,大型,青森県,-,-,,29
2021-08-01,-,-,大型,岩手県,-,-,,24
2021-08-01,-,-,大型,宮城県,-,-,,25
2021-08-01,-,-,大型,秋田県,-,-,,20
2021-08-01,-,-,大型,山形県,-,-,,9
2021-08-01,-,-,大型,福島県,-,-,,18
2021-08-01,-,-,大型,茨城県,-,-,,25
2021-08-01,-,-,大型,栃木県,-,-,,23
2021-08-01,-,-,大型,群馬県,-,-,,32
2021-08-01,-,-,大型,埼玉県,-,-,,71
2021-08-01,-,-,大型,千葉県,-,-,,91
2021-08-01,-,-,大型,東京都,-,-,,122
2021-08-01,-,-,大型,神奈川県,-,-,,88
2021-08-01,-,-,大型,新潟県,-,-,,29
2021-08-01,-,-,大型,山梨県,-,-,,11
2021-08-01,-,-,大型,長野県,-,-,,35
2021-08-01,-,-,大型,富山県,-,-,,13
2021-08-01,-,-,大型,石川県,-,-,,19
2021-08-01,-,-,大型,福井県,-,-,,9
2021-08-01,-,-,大型,岐阜県,-,-,,41
2021-08-01,-,-,大型,静岡県,-,-,,24
2021-08-01,-,-,大型,愛知県,-,-,,108
2021-08-01,-,-,大型,三重県,-,-,,43
2021-08-01,-,-,大型,滋賀県,-,-,,43
2021-08-01,-,-,大型,京都府,-,-,,44
2021-08-01,-,-,大型,大阪府,-,-,,157
2021-08-01,-,-,大型,兵庫県,-,-,,79
2021-08-01,-,-,大型,奈良県,-,-,,26
2021-08-01,-,-,大型,和歌山県,-,-,,11
2021-08-01,-,-,大型,鳥取県,-,-,,11
2021-08-01,-,-,大型,島根県,-,-,,17
2021-08-01,-,-,大型,岡山県,-,-,,21
2021-08-01,-,-,大型,広島県,-,-,,35
2021-08-01,-,-,大型,山口県,-,-,,29
2021-08-01,-,-,大型,徳島県,-,-,,5
2021-08-01,-,-,大型,香川県,-,-,,11
2021-08-01,-,-,大型,愛媛県,-,-,,13
2021-08-01,-,-,大型,高知県,-,-,,7
2021-08-01,-,-,大型,福岡県,-,-,,94
2021-08-01,-,-,大型,佐賀県,-,-,,17
2021-08-01,-,-,大型,長崎県,-,-,,18
2021-08-01,-,-,大型,熊本県,-,-,,39
2021-08-01,-,-,大型,大分県,-,-,,31
2021-08-01,-,-,大型,宮崎県,-,-,,19
2021-08-01,-,-,大型,鹿児島県,-,-,,29
2021-08-01,-,-,大型,沖縄県,-,-,,31
2021-09-01,-,-,大型,北海道,-,-,,87
2021-09-01,-,-,大型,青森県,-,-,,29
2021-09-01,-,-,大型,岩手県,-,-,,24
2021-09-01,-,-,大型,宮城県,-,-,,25
2021-09-01,-,-,大型,秋田県,-,-,,20
2021-09-01,-,-,大型,山形県,-,-,,9
2021-09-01,-,-,大型,福島県,-,-,,18
2021-09-01,-,-,大型,茨城県,-,-,,25
2021-09-01,-,-,大型,栃木県,-,-,,22
2021-09-01,-,-,大型,群馬県,-,-,,32
2021-09-01,-,-,大型,埼玉県,-,-,,72
2021-09-01,-,-,大型,千葉県,-,-,,90
2021-09-01,-,-,大型,東京都,-,-,,122
2021-09-01,-,-,大型,神奈川県,-,-,,88
2021-09-01,-,-,大型,新潟県,-,-,,29
2021-09-01,-,-,大型,山梨県,-,-,,12
2021-09-01,-,-,大型,長野県,-,-,,35
2021-09-01,-,-,大型,富山県,-,-,,13
2021-09-01,-,-,大型,石川県,-,-,,19
2021-09-01,-,-,大型,福井県,-,-,,9
2021-09-01,-,-,大型,岐阜県,-,-,,41
2021-09-01,-,-,大型,静岡県,-,-,,24
2021-09-01,-,-,大型,愛知県,-,-,,108
2021-09-01,-,-,大型,三重県,-,-,,43
2021-09-01,-,-,大型,滋賀県,-,-,,43
2021-09-01,-,-,大型,京都府,-,-,,44
2021-09-01,-,-,大型,大阪府,-,-,,157
2021-09-01,-,-,大型,兵庫県,-,-,,79
2021-09-01,-,-,大型,奈良県,-,-,,26
2021-09-01,-,-,大型,和歌山県,-,-,,11
2021-09-01,-,-,大型,鳥取県,-,-,,11
2021-09-01,-,-,大型,島根県,-,-,,17
2021-09-01,-,-,大型,岡山県,-,-,,21
2021-09-01,-,-,大型,広島県,-,-,,35
2021-09-01,-,-,大型,山口県,-,-,,29
2021-09-01,-,-,大型,徳島県,-,-,,5
2021-09-01,-,-,大型,香川県,-,-,,11
2021-09-01,-,-,大型,愛媛県,-,-,,13
2021-09-01,-,-,大型,高知県,-,-,,7
2021-09-01,-,-,大型,福岡県,-,-,,94
2021-09-01,-,-,大型,佐賀県,-,-,,17
2021-09-01,-,-,大型,長崎県,-,-,,18
2021-09-01,-,-,大型,熊本県,-,-,,39
2021-09-01,-,-,大型,大分県,-,-,,31
2021-09-01,-,-,大型,宮崎県,-,-,,19
2021-09-01,-,-,大型,鹿児島県,-,-,,29
2021-09-01,-,-,大型,沖縄県,-,-,,31
2021-10-01,-,-,大型,北海道,-,-,,87
2021-10-01,-,-,大型,青森県,-,-,,29
2021-10-01,-,-,大型,岩手県,-,-,,24
2021-10-01,-,-,大型,宮城県,-,-,,25
2021-10-01,-,-,大型,秋田県,-,-,,20
2021-10-01,-,-,大型,山形県,-,-,,9
2021-10-01,-,-,大型,福島県,-,-,,18
2021-10-01,-,-,大型,茨城県,-,-,,25
2021-10-01,-,-,大型,栃木県,-,-,,22
2021-10-01,-,-,大型,群馬県,-,-,,32
2021-10-01,-,-,大型,埼玉県,-,-,,72
2021-10-01,-,-,大型,千葉県,-,-,,90
2021-10-01,-,-,大型,東京都,-,-,,122
2021-10-01,-,-,大型,神奈川県,-,-,,88
2021-10-01,-,-,大型,新潟県,-,-,,29
2021-10-01,-,-,大型,山梨県,-,-,,12
2021-10-01,-,-,大型,長野県,-,-,,35
2021-10-01,-,-,大型,富山県,-,-,,13
2021-10-01,-,-,大型,石川県,-,-,,19
2021-10-01,-,-,大型,福井県,-,-,,9
2021-10-01,-,-,大型,岐阜県,-,-,,40
2021-10-01,-,-,大型,静岡県,-,-,,24
2021-10-01,-,-,大型,愛知県,-,-,,108
2021-10-01,-,-,大型,三重県,-,-,,43
2021-10-01,-,-,大型,滋賀県,-,-,,43
2021-10-01,-,-,大型,京都府,-,-,,44
2021-10-01,-,-,大型,大阪府,-,-,,157
2021-10-01,-,-,大型,兵庫県,-,-,,79
2021-10-01,-,-,大型,奈良県,-,-,,26
2021-10-01,-,-,大型,和歌山県,-,-,,11
2021-10-01,-,-,大型,鳥取県,-,-,,11
2021-10-01,-,-,大型,島根県,-,-,,17
2021-10-01,-,-,大型,岡山県,-,-,,21
2021-10-01,-,-,大型,広島県,-,-,,35
2021-10-01,-,-,大型,山口県,-,-,,29
2021-10-01,-,-,大型,徳島県,-,-,,5
2021-10-01,-,-,大型,香川県,-,-,,11
2021-10-01,-,-,大型,愛媛県,-,-,,13
2021-10-01,-,-,大型,高知県,-,-,,7
2021-10-01,-,-,大型,福岡県,-,-,,94
2021-10-01,-,-,大型,佐賀県,-,-,,17
2021-10-01,-,-,大型,長崎県,-,-,,18
2021-10-01,-,-,大型,熊本県,-,-,,38
2021-10-01,-,-,大型,大分県,-,-,,31
2021-10-01,-,-,大型,宮崎県,-,-,,17
2021-10-01,-,-,大型,鹿児島県,-,-,,16
2021-10-01,-,-,大型,沖縄県,-,-,,31
2021-11-01,-,-,大型,北海道,-,-,,86
2021-11-01,-,-,大型,青森県,-,-,,29
2021-11-01,-,-,大型,岩手県,-,-,,24
2021-11-01,-,-,大型,宮城県,-,-,,25
2021-11-01,-,-,大型,秋田県,-,-,,21
2021-11-01,-,-,大型,山形県,-,-,,9
2021-11-01,-,-,大型,福島県,-,-,,18
2021-11-01,-,-,大型,茨城県,-,-,,25
2021-11-01,-,-,大型,栃木県,-,-,,22
2021-11-01,-,-,大型,群馬県,-,-,,32
2021-11-01,-,-,大型,埼玉県,-,-,,72
2021-11-01,-,-,大型,千葉県,-,-,,91
2021-11-01,-,-,大型,東京都,-,-,,124
2021-11-01,-,-,大型,神奈川県,-,-,,88
2021-11-01,-,-,大型,新潟県,-,-,,29
2021-11-01,-,-,大型,山梨県,-,-,,12
2021-11-01,-,-,大型,長野県,-,-,,35
2021-11-01,-,-,大型,富山県,-,-,,13
2021-11-01,-,-,大型,石川県,-,-,,19
