年月,経営動向・景況感,現状・見通,変化,DI,未使用1,未使用4,ジョブカテゴリ,カウント
2013-07-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2013-08-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,16
2013-08-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,189
2013-08-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,643
2013-08-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,148
2013-08-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2013-09-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,12
2013-09-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,177
2013-09-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,675
2013-09-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,137
2013-09-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2013-10-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,12
2013-10-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,162
2013-10-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,665
2013-10-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,158
2013-10-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2013-11-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,8
2013-11-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,125
2013-11-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,639
2013-11-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,224
2013-11-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2013-12-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,19
2013-12-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,130
2013-12-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,640
2013-12-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,203
2013-12-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,8
2014-01-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,17
2014-01-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,167
2014-01-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,608
2014-01-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,204
2014-01-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2014-02-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,8
2014-02-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,124
2014-02-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,591
2014-02-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,269
2014-02-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,8
2014-03-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,33
2014-03-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,180
2014-03-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,455
2014-03-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,287
2014-03-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,45
2014-04-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,45
2014-04-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,412
2014-04-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,429
2014-04-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,114
2014-04-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2014-05-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,30
2014-05-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,250
2014-05-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,530
2014-05-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,181
2014-05-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,9
2014-06-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,30
2014-06-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,192
2014-06-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,585
2014-06-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,184
2014-06-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,9
2014-07-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,30
2014-07-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,192
2014-07-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,641
2014-07-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,132
2014-07-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2014-08-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,25
2014-08-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,120
2014-08-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,707
2014-08-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,145
2014-08-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2014-09-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,31
2014-09-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,179
2014-09-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,704
2014-09-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,81
2014-09-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2014-10-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,45
2014-10-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,230
2014-10-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,640
2014-10-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,81
2014-10-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2014-11-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,32
2014-11-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,290
2014-11-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,599
2014-11-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,74
2014-11-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2014-12-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,20
2014-12-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,214
2014-12-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,658
2014-12-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,107
2014-12-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-01-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,36
2015-01-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,189
2015-01-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,649
2015-01-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,126
2015-01-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-02-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,22
2015-02-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,164
2015-02-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,693
2015-02-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,120
2015-02-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-03-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,31
2015-03-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,181
2015-03-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,668
2015-03-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,111
2015-03-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,9
2015-04-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,27
2015-04-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,67
2015-04-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,596
2015-04-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,298
2015-04-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,13
2015-05-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,18
2015-05-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,58
2015-05-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,637
2015-05-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,283
2015-05-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,4
2015-06-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,14
2015-06-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,139
2015-06-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,657
2015-06-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,181
2015-06-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,9
2015-07-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,9
2015-07-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,154
2015-07-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,623
2015-07-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,215
2015-07-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-08-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,14
2015-08-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,144
2015-08-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,649
2015-08-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,189
2015-08-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2015-09-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,18
2015-09-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,171
2015-09-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,636
2015-09-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,175
2015-09-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-10-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,9
2015-10-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,151
2015-10-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,662
2015-10-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,178
2015-10-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-11-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,13
2015-11-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,263
2015-11-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,580
2015-11-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,143
2015-11-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2015-12-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,23
2015-12-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,216
2015-12-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,667
2015-12-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,86
2015-12-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,9
2016-01-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,23
2016-01-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,159
2016-01-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,695
2016-01-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,118
2016-01-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2016-02-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,9
2016-02-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,127
2016-02-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,689
2016-02-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,170
2016-02-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2016-03-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,14
2016-03-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,220
2016-03-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,651
2016-03-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,115
2016-03-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-04-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,14
2016-04-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,215
2016-04-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,656
2016-04-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,115
2016-04-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-05-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,15
2016-05-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,300
2016-05-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,606
2016-05-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,79
2016-05-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-06-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,10
2016-06-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,287
2016-06-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,634
2016-06-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,69
2016-06-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-07-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,30
2016-07-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,225
2016-07-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,645
2016-07-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,100
2016-07-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-08-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,29
2016-08-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,341
2016-08-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,576
2016-08-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,49
2016-08-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2016-09-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,34
2016-09-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,354
2016-09-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,583
2016-09-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,24
2016-09-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,5
2016-10-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,15
2016-10-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,224
2016-10-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,693
2016-10-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,68
2016-10-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-11-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,10
2016-11-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,221
2016-11-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,642
2016-11-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,127
2016-11-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2016-12-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,5
2016-12-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,194
2016-12-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,706
2016-12-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,95
2016-12-01,景況感,現状,かなり明るい,中核店舗景気判断DI,,,,0
2017-01-01,景況感,現状,かなり不安,中核店舗景気判断DI,,,,0
2017-01-01,景況感,現状,やや不安,中核店舗景気判断DI,,,,296
2017-01-01,景況感,現状,変わらない,中核店舗景気判断DI,,,,650
2017-01-01,景況感,現状,やや明るい,中核店舗景気判断DI,,,,54
