年月,経営動向・景況感,現状・見通,変化,DI,未使用1,未使用4,ジョブカテゴリ,カウント
2018-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2018-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2018-06-01,経営動向,-,やや減少,販売価格DI,-,-,,1710
2018-06-01,経営動向,-,変わらない,販売価格DI,-,-,,6390
2018-06-01,経営動向,-,やや増加,販売価格DI,-,-,,1850
2018-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2018-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2018-07-01,経営動向,-,やや減少,販売価格DI,-,-,,1550
2018-07-01,経営動向,-,変わらない,販売価格DI,-,-,,5750
2018-07-01,経営動向,-,やや増加,販売価格DI,-,-,,2690
2018-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2018-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2018-08-01,経営動向,-,やや減少,販売価格DI,-,-,,1120
2018-08-01,経営動向,-,変わらない,販売価格DI,-,-,,6630
2018-08-01,経営動向,-,やや増加,販売価格DI,-,-,,2140
2018-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,110
2018-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2018-09-01,経営動向,-,やや減少,販売価格DI,-,-,,850
2018-09-01,経営動向,-,変わらない,販売価格DI,-,-,,5960
2018-09-01,経営動向,-,やや増加,販売価格DI,-,-,,3030
2018-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,160
2018-10-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2018-10-01,経営動向,-,やや減少,販売価格DI,-,-,,970
2018-10-01,経営動向,-,変わらない,販売価格DI,-,-,,6510
2018-10-01,経営動向,-,やや増加,販売価格DI,-,-,,2470
2018-10-01,経営動向,-,かなり増加,販売価格DI,-,-,,50
2018-11-01,経営動向,-,かなり減少,販売価格DI,-,-,,160
2018-11-01,経営動向,-,やや減少,販売価格DI,-,-,,2060
2018-11-01,経営動向,-,変わらない,販売価格DI,-,-,,6610
2018-11-01,経営動向,-,やや増加,販売価格DI,-,-,,1160
2018-11-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2018-12-01,経営動向,-,かなり減少,販売価格DI,-,-,,170
2018-12-01,経営動向,-,やや減少,販売価格DI,-,-,,2570
2018-12-01,経営動向,-,変わらない,販売価格DI,-,-,,6090
2018-12-01,経営動向,-,やや増加,販売価格DI,-,-,,1170
2018-12-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-01-01,経営動向,-,かなり減少,販売価格DI,-,-,,110
2019-01-01,経営動向,-,やや減少,販売価格DI,-,-,,2630
2019-01-01,経営動向,-,変わらない,販売価格DI,-,-,,6180
2019-01-01,経営動向,-,やや増加,販売価格DI,-,-,,1080
2019-01-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-02-01,経営動向,-,かなり減少,販売価格DI,-,-,,100
2019-02-01,経営動向,-,やや減少,販売価格DI,-,-,,2550
2019-02-01,経営動向,-,変わらない,販売価格DI,-,-,,5940
2019-02-01,経営動向,-,やや増加,販売価格DI,-,-,,1410
2019-02-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-03-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2019-03-01,経営動向,-,やや減少,販売価格DI,-,-,,2460
2019-03-01,経営動向,-,変わらない,販売価格DI,-,-,,5810
2019-03-01,経営動向,-,やや増加,販売価格DI,-,-,,1680
2019-03-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-04-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2019-04-01,経営動向,-,やや減少,販売価格DI,-,-,,1140
2019-04-01,経営動向,-,変わらない,販売価格DI,-,-,,5890
2019-04-01,経営動向,-,やや増加,販売価格DI,-,-,,2970
2019-04-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-05-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2019-05-01,経営動向,-,やや減少,販売価格DI,-,-,,1100
2019-05-01,経営動向,-,変わらない,販売価格DI,-,-,,6020
2019-05-01,経営動向,-,やや増加,販売価格DI,-,-,,2880
2019-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2019-06-01,経営動向,-,やや減少,販売価格DI,-,-,,1260
2019-06-01,経営動向,-,変わらない,販売価格DI,-,-,,5970
2019-06-01,経営動向,-,やや増加,販売価格DI,-,-,,2720
2019-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,50
2019-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,110
2019-07-01,経営動向,-,やや減少,販売価格DI,-,-,,1600
2019-07-01,経営動向,-,変わらない,販売価格DI,-,-,,5860
2019-07-01,経営動向,-,やや増加,販売価格DI,-,-,,2430
2019-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2019-08-01,経営動向,-,やや減少,販売価格DI,-,-,,1780
2019-08-01,経営動向,-,変わらない,販売価格DI,-,-,,5920
2019-08-01,経営動向,-,やや増加,販売価格DI,-,-,,2250
2019-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,60
2019-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2019-09-01,経営動向,-,やや減少,販売価格DI,-,-,,1350
2019-09-01,経営動向,-,変わらない,販売価格DI,-,-,,6120
2019-09-01,経営動向,-,やや増加,販売価格DI,-,-,,2530
2019-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2019-10-01,経営動向,-,かなり減少,販売価格DI,-,-,,160
2019-10-01,経営動向,-,やや減少,販売価格DI,-,-,,2280
2019-10-01,経営動向,-,変わらない,販売価格DI,-,-,,5650
2019-10-01,経営動向,-,やや増加,販売価格DI,-,-,,1790
2019-10-01,経営動向,-,かなり増加,販売価格DI,-,-,,110
2019-11-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2019-11-01,経営動向,-,やや減少,販売価格DI,-,-,,1310
2019-11-01,経営動向,-,変わらない,販売価格DI,-,-,,6630
2019-11-01,経営動向,-,やや増加,販売価格DI,-,-,,1890
2019-11-01,経営動向,-,かなり増加,販売価格DI,-,-,,110
2019-12-01,経営動向,-,かなり減少,販売価格DI,-,-,,160
2019-12-01,経営動向,-,やや減少,販売価格DI,-,-,,1340
2019-12-01,経営動向,-,変わらない,販売価格DI,-,-,,6630
2019-12-01,経営動向,-,やや増加,販売価格DI,-,-,,1820
2019-12-01,経営動向,-,かなり増加,販売価格DI,-,-,,50
2020-01-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2020-01-01,経営動向,-,やや減少,販売価格DI,-,-,,1610
2020-01-01,経営動向,-,変わらない,販売価格DI,-,-,,6780
2020-01-01,経営動向,-,やや増加,販売価格DI,-,-,,1500
2020-01-01,経営動向,-,かなり増加,販売価格DI,-,-,,60
2020-02-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2020-02-01,経営動向,-,やや減少,販売価格DI,-,-,,1070
2020-02-01,経営動向,-,変わらない,販売価格DI,-,-,,6890
2020-02-01,経営動向,-,やや増加,販売価格DI,-,-,,1920
2020-02-01,経営動向,-,かなり増加,販売価格DI,-,-,,60
2020-03-01,経営動向,-,かなり減少,販売価格DI,-,-,,110
2020-03-01,経営動向,-,やや減少,販売価格DI,-,-,,660
2020-03-01,経営動向,-,変わらない,販売価格DI,-,-,,6560
2020-03-01,経営動向,-,やや増加,販売価格DI,-,-,,2190
2020-03-01,経営動向,-,かなり増加,販売価格DI,-,-,,490
2020-04-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2020-04-01,経営動向,-,やや減少,販売価格DI,-,-,,390
2020-04-01,経営動向,-,変わらない,販売価格DI,-,-,,5520
2020-04-01,経営動向,-,やや増加,販売価格DI,-,-,,3480
2020-04-01,経営動向,-,かなり増加,販売価格DI,-,-,,550
2020-05-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2020-05-01,経営動向,-,やや減少,販売価格DI,-,-,,290
2020-05-01,経営動向,-,変わらない,販売価格DI,-,-,,5460
2020-05-01,経営動向,-,やや増加,販売価格DI,-,-,,3220
2020-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,980
2020-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2020-06-01,経営動向,-,やや減少,販売価格DI,-,-,,270
2020-06-01,経営動向,-,変わらない,販売価格DI,-,-,,5440
2020-06-01,経営動向,-,やや増加,販売価格DI,-,-,,3680
2020-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,550
2020-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2020-07-01,経営動向,-,やや減少,販売価格DI,-,-,,220
2020-07-01,経営動向,-,変わらない,販売価格DI,-,-,,5080
2020-07-01,経営動向,-,やや増加,販売価格DI,-,-,,4200
2020-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,440
2020-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2020-08-01,経営動向,-,やや減少,販売価格DI,-,-,,440
2020-08-01,経営動向,-,変わらない,販売価格DI,-,-,,5570
2020-08-01,経営動向,-,やや増加,販売価格DI,-,-,,3500
2020-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,440
2020-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2020-09-01,経営動向,-,やや減少,販売価格DI,-,-,,760
2020-09-01,経営動向,-,変わらない,販売価格DI,-,-,,6200
2020-09-01,経営動向,-,やや増加,販売価格DI,-,-,,2660
2020-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,330
2020-10-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2020-10-01,経営動向,-,やや減少,販売価格DI,-,-,,330
2020-10-01,経営動向,-,変わらない,販売価格DI,-,-,,6060
2020-10-01,経営動向,-,やや増加,販売価格DI,-,-,,3280
2020-10-01,経営動向,-,かなり増加,販売価格DI,-,-,,280
2020-11-01,経営動向,-,かなり減少,販売価格DI,-,-,,170
2020-11-01,経営動向,-,やや減少,販売価格DI,-,-,,1080
2020-11-01,経営動向,-,変わらない,販売価格DI,-,-,,6140
2020-11-01,経営動向,-,やや増加,販売価格DI,-,-,,2390
2020-11-01,経営動向,-,かなり増加,販売価格DI,-,-,,230
2020-12-01,経営動向,-,かなり減少,販売価格DI,-,-,,170
2020-12-01,経営動向,-,やや減少,販売価格DI,-,-,,1360
2020-12-01,経営動向,-,変わらない,販売価格DI,-,-,,6670
2020-12-01,経営動向,-,やや増加,販売価格DI,-,-,,1530
2020-12-01,経営動向,-,かなり増加,販売価格DI,-,-,,280
2021-01-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2021-01-01,経営動向,-,やや減少,販売価格DI,-,-,,1140
2021-01-01,経営動向,-,変わらない,販売価格DI,-,-,,6760
2021-01-01,経営動向,-,やや増加,販売価格DI,-,-,,1840
2021-01-01,経営動向,-,かなり増加,販売価格DI,-,-,,220
2021-02-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2021-02-01,経営動向,-,やや減少,販売価格DI,-,-,,1040
2021-02-01,経営動向,-,変わらない,販売価格DI,-,-,,6390
2021-02-01,経営動向,-,やや増加,販売価格DI,-,-,,2300
2021-02-01,経営動向,-,かなり増加,販売価格DI,-,-,,220
2021-03-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2021-03-01,経営動向,-,やや減少,販売価格DI,-,-,,1680
2021-03-01,経営動向,-,変わらない,販売価格DI,-,-,,6520
2021-03-01,経営動向,-,やや増加,販売価格DI,-,-,,1740
2021-03-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-04-01,経営動向,-,かなり減少,販売価格DI,-,-,,330
2021-04-01,経営動向,-,やや減少,販売価格DI,-,-,,2280
2021-04-01,経営動向,-,変わらない,販売価格DI,-,-,,6330
2021-04-01,経営動向,-,やや増加,販売価格DI,-,-,,1060
2021-04-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-05-01,経営動向,-,かなり減少,販売価格DI,-,-,,330
2021-05-01,経営動向,-,やや減少,販売価格DI,-,-,,1790
2021-05-01,経営動向,-,変わらない,販売価格DI,-,-,,6850
2021-05-01,経営動向,-,やや増加,販売価格DI,-,-,,1030
2021-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,400
2021-06-01,経営動向,-,やや減少,販売価格DI,-,-,,1930
2021-06-01,経営動向,-,変わらない,販売価格DI,-,-,,6420
2021-06-01,経営動向,-,やや増加,販売価格DI,-,-,,1250
2021-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,170
2021-07-01,経営動向,-,やや減少,販売価格DI,-,-,,1840
2021-07-01,経営動向,-,変わらない,販売価格DI,-,-,,6650
2021-07-01,経営動向,-,やや増加,販売価格DI,-,-,,1340
2021-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,50
2021-08-01,経営動向,-,やや減少,販売価格DI,-,-,,1620
2021-08-01,経営動向,-,変わらない,販売価格DI,-,-,,6760
2021-08-01,経営動向,-,やや増加,販売価格DI,-,-,,1510
2021-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,50
2021-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2021-09-01,経営動向,-,やや減少,販売価格DI,-,-,,1030
2021-09-01,経営動向,-,変わらない,販売価格DI,-,-,,5950
2021-09-01,経営動向,-,やや増加,販売価格DI,-,-,,3030
2021-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-10-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2021-10-01,経営動向,-,やや減少,販売価格DI,-,-,,1080
2021-10-01,経営動向,-,変わらない,販売価格DI,-,-,,6190
2021-10-01,経営動向,-,やや増加,販売価格DI,-,-,,2670
2021-10-01,経営動向,-,かなり増加,販売価格DI,-,-,,60
2021-11-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2021-11-01,経営動向,-,やや減少,販売価格DI,-,-,,1060
2021-11-01,経営動向,-,変わらない,販売価格DI,-,-,,6000
2021-11-01,経営動向,-,やや増加,販売価格DI,-,-,,2940
2021-11-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2021-12-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2021-12-01,経営動向,-,やや減少,販売価格DI,-,-,,550
2021-12-01,経営動向,-,変わらない,販売価格DI,-,-,,5360
2021-12-01,経営動向,-,やや増加,販売価格DI,-,-,,3980
2021-12-01,経営動向,-,かなり増加,販売価格DI,-,-,,60
2022-01-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-01-01,経営動向,-,やや減少,販売価格DI,-,-,,560
2022-01-01,経営動向,-,変わらない,販売価格DI,-,-,,4330
2022-01-01,経営動向,-,やや増加,販売価格DI,-,-,,5110
2022-01-01,経営動向,-,かなり増加,販売価格DI,-,-,,0
2022-02-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-02-01,経営動向,-,やや減少,販売価格DI,-,-,,60
2022-02-01,経営動向,-,変わらない,販売価格DI,-,-,,4290
2022-02-01,経営動向,-,やや増加,販売価格DI,-,-,,5540
2022-02-01,経営動向,-,かなり増加,販売価格DI,-,-,,120
2022-03-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-03-01,経営動向,-,やや減少,販売価格DI,-,-,,120
2022-03-01,経営動向,-,変わらない,販売価格DI,-,-,,3580
2022-03-01,経営動向,-,やや増加,販売価格DI,-,-,,5780
2022-03-01,経営動向,-,かなり増加,販売価格DI,-,-,,520
2022-04-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-04-01,経営動向,-,やや減少,販売価格DI,-,-,,270
2022-04-01,経営動向,-,変わらない,販売価格DI,-,-,,2840
2022-04-01,経営動向,-,やや増加,販売価格DI,-,-,,6170
2022-04-01,経営動向,-,かなり増加,販売価格DI,-,-,,710
2022-05-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2022-05-01,経営動向,-,やや減少,販売価格DI,-,-,,350
2022-05-01,経営動向,-,変わらない,販売価格DI,-,-,,2830
2022-05-01,経営動向,-,やや増加,販売価格DI,-,-,,5950
2022-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,810
2022-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-06-01,経営動向,-,やや減少,販売価格DI,-,-,,220
2022-06-01,経営動向,-,変わらない,販売価格DI,-,-,,2320
2022-06-01,経営動向,-,やや増加,販売価格DI,-,-,,6800
2022-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,660
2022-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-07-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2022-07-01,経営動向,-,変わらない,販売価格DI,-,-,,2510
2022-07-01,経営動向,-,やや増加,販売価格DI,-,-,,6630
2022-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,690
2022-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2022-08-01,経営動向,-,やや減少,販売価格DI,-,-,,290
2022-08-01,経営動向,-,変わらない,販売価格DI,-,-,,1840
2022-08-01,経営動向,-,やや増加,販売価格DI,-,-,,7010
2022-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,800
2022-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2022-09-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2022-09-01,経営動向,-,変わらない,販売価格DI,-,-,,2280
2022-09-01,経営動向,-,やや増加,販売価格DI,-,-,,6610
2022-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,890
2022-10-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-10-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2022-10-01,経営動向,-,変わらない,販売価格DI,-,-,,1410
2022-10-01,経営動向,-,やや増加,販売価格DI,-,-,,7010
2022-10-01,経営動向,-,かなり増加,販売価格DI,-,-,,1410
2022-11-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-11-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2022-11-01,経営動向,-,変わらない,販売価格DI,-,-,,1140
2022-11-01,経営動向,-,やや増加,販売価格DI,-,-,,7310
2022-11-01,経営動向,-,かなり増加,販売価格DI,-,-,,1370
2022-12-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2022-12-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2022-12-01,経営動向,-,変わらない,販売価格DI,-,-,,1160
2022-12-01,経営動向,-,やや増加,販売価格DI,-,-,,7400
2022-12-01,経営動向,-,かなり増加,販売価格DI,-,-,,1270
2023-01-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-01-01,経営動向,-,やや減少,販売価格DI,-,-,,110
2023-01-01,経営動向,-,変わらない,販売価格DI,-,-,,1030
2023-01-01,経営動向,-,やや増加,販売価格DI,-,-,,7620
2023-01-01,経営動向,-,かなり増加,販売価格DI,-,-,,1240
2023-02-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-02-01,経営動向,-,やや減少,販売価格DI,-,-,,220
2023-02-01,経営動向,-,変わらない,販売価格DI,-,-,,1160
2023-02-01,経営動向,-,やや増加,販売価格DI,-,-,,7070
2023-02-01,経営動向,-,かなり増加,販売価格DI,-,-,,1550
2023-03-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-03-01,経営動向,-,やや減少,販売価格DI,-,-,,160
2023-03-01,経営動向,-,変わらない,販売価格DI,-,-,,1100
2023-03-01,経営動向,-,やや増加,販売価格DI,-,-,,7360
2023-03-01,経営動向,-,かなり増加,販売価格DI,-,-,,1370
2023-04-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-04-01,経営動向,-,やや減少,販売価格DI,-,-,,60
2023-04-01,経営動向,-,変わらない,販売価格DI,-,-,,1540
2023-04-01,経営動向,-,やや増加,販売価格DI,-,-,,6800
2023-04-01,経営動向,-,かなり増加,販売価格DI,-,-,,1600
2023-05-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2023-05-01,経営動向,-,やや減少,販売価格DI,-,-,,110
2023-05-01,経営動向,-,変わらない,販売価格DI,-,-,,1190
2023-05-01,経営動向,-,やや増加,販売価格DI,-,-,,7120
2023-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,1530
2023-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-06-01,経営動向,-,やや減少,販売価格DI,-,-,,110
2023-06-01,経営動向,-,変わらない,販売価格DI,-,-,,1140
2023-06-01,経営動向,-,やや増加,販売価格DI,-,-,,7260
2023-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,1490
2023-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-07-01,経営動向,-,やや減少,販売価格DI,-,-,,0
2023-07-01,経営動向,-,変わらない,販売価格DI,-,-,,1130
2023-07-01,経営動向,-,やや増加,販売価格DI,-,-,,7510
2023-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,1360
2023-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-08-01,経営動向,-,やや減少,販売価格DI,-,-,,50
2023-08-01,経営動向,-,変わらない,販売価格DI,-,-,,1200
2023-08-01,経営動向,-,やや増加,販売価格DI,-,-,,7050
2023-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,1690
2023-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-09-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2023-09-01,経営動向,-,変わらない,販売価格DI,-,-,,860
2023-09-01,経営動向,-,やや増加,販売価格DI,-,-,,7140
2023-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,1830
2023-10-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-10-01,経営動向,-,やや減少,販売価格DI,-,-,,60
2023-10-01,経営動向,-,変わらない,販売価格DI,-,-,,1360
2023-10-01,経営動向,-,やや増加,販売価格DI,-,-,,6800
2023-10-01,経営動向,-,かなり増加,販売価格DI,-,-,,1780
2023-11-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-11-01,経営動向,-,やや減少,販売価格DI,-,-,,170
2023-11-01,経営動向,-,変わらない,販売価格DI,-,-,,1520
2023-11-01,経営動向,-,やや増加,販売価格DI,-,-,,6910
2023-11-01,経営動向,-,かなり増加,販売価格DI,-,-,,1400
2023-12-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2023-12-01,経営動向,-,やや減少,販売価格DI,-,-,,0
2023-12-01,経営動向,-,変わらない,販売価格DI,-,-,,1800
2023-12-01,経営動向,-,やや増加,販売価格DI,-,-,,6850
2023-12-01,経営動向,-,かなり増加,販売価格DI,-,-,,1350
2024-01-01,経営動向,-,かなり減少,販売価格DI,-,-,,60
2024-01-01,経営動向,-,やや減少,販売価格DI,-,-,,60
2024-01-01,経営動向,-,変わらない,販売価格DI,-,-,,2590
2024-01-01,経営動向,-,やや増加,販売価格DI,-,-,,6440
2024-01-01,経営動向,-,かなり増加,販売価格DI,-,-,,860
2024-02-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-02-01,経営動向,-,やや減少,販売価格DI,-,-,,110
2024-02-01,経営動向,-,変わらない,販売価格DI,-,-,,2360
2024-02-01,経営動向,-,やや増加,販売価格DI,-,-,,6840
2024-02-01,経営動向,-,かなり増加,販売価格DI,-,-,,690
2024-03-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-03-01,経営動向,-,やや減少,販売価格DI,-,-,,110
2024-03-01,経営動向,-,変わらない,販売価格DI,-,-,,1950
2024-03-01,経営動向,-,やや増加,販売価格DI,-,-,,7010
2024-03-01,経営動向,-,かなり増加,販売価格DI,-,-,,920
2024-04-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-04-01,経営動向,-,やや減少,販売価格DI,-,-,,60
2024-04-01,経営動向,-,変わらない,販売価格DI,-,-,,2280
2024-04-01,経営動向,-,やや増加,販売価格DI,-,-,,6730
2024-04-01,経営動向,-,かなり増加,販売価格DI,-,-,,930
2024-05-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-05-01,経営動向,-,やや減少,販売価格DI,-,-,,230
2024-05-01,経営動向,-,変わらない,販売価格DI,-,-,,2200
2024-05-01,経営動向,-,やや増加,販売価格DI,-,-,,6990
2024-05-01,経営動向,-,かなり増加,販売価格DI,-,-,,580
2024-06-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-06-01,経営動向,-,やや減少,販売価格DI,-,-,,110
2024-06-01,経営動向,-,変わらない,販売価格DI,-,-,,2820
2024-06-01,経営動向,-,やや増加,販売価格DI,-,-,,6490
2024-06-01,経営動向,-,かなり増加,販売価格DI,-,-,,570
2024-07-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-07-01,経営動向,-,やや減少,販売価格DI,-,-,,290
2024-07-01,経営動向,-,変わらない,販売価格DI,-,-,,2800
2024-07-01,経営動向,-,やや増加,販売価格DI,-,-,,6690
2024-07-01,経営動向,-,かなり増加,販売価格DI,-,-,,230
2024-08-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-08-01,経営動向,-,やや減少,販売価格DI,-,-,,60
2024-08-01,経営動向,-,変わらない,販売価格DI,-,-,,2570
2024-08-01,経営動向,-,やや増加,販売価格DI,-,-,,6670
2024-08-01,経営動向,-,かなり増加,販売価格DI,-,-,,700
2024-09-01,経営動向,-,かなり減少,販売価格DI,-,-,,0
2024-09-01,経営動向,-,やや減少,販売価格DI,-,-,,310
2024-09-01,経営動向,-,変わらない,販売価格DI,-,-,,2550
2024-09-01,経営動向,-,やや増加,販売価格DI,-,-,,6650
2024-09-01,経営動向,-,かなり増加,販売価格DI,-,-,,500
2011-04-01,経営動向,-,かなり減少,客単価DI,-,-,,550
2011-04-01,経営動向,-,やや減少,客単価DI,-,-,,4320
2011-04-01,経営動向,-,変わらない,客単価DI,-,-,,3100
2011-04-01,経営動向,-,やや増加,客単価DI,-,-,,1940
2011-04-01,経営動向,-,かなり増加,客単価DI,-,-,,100
2011-05-01,経営動向,-,かなり減少,客単価DI,-,-,,260
2011-05-01,経営動向,-,やや減少,客単価DI,-,-,,4500
2011-05-01,経営動向,-,変わらない,客単価DI,-,-,,3510
2011-05-01,経営動向,-,やや増加,客単価DI,-,-,,1630
2011-05-01,経営動向,-,かなり増加,客単価DI,-,-,,100
2011-06-01,経営動向,-,かなり減少,客単価DI,-,-,,270
2011-06-01,経営動向,-,やや減少,客単価DI,-,-,,3640
2011-06-01,経営動向,-,変わらない,客単価DI,-,-,,3870
2011-06-01,経営動向,-,やや増加,客単価DI,-,-,,2090
2011-06-01,経営動向,-,かなり増加,客単価DI,-,-,,130
2011-07-01,経営動向,-,かなり減少,客単価DI,-,-,,160
2011-07-01,経営動向,-,やや減少,客単価DI,-,-,,2690
2011-07-01,経営動向,-,変わらない,客単価DI,-,-,,4520
2011-07-01,経営動向,-,やや増加,客単価DI,-,-,,2460
2011-07-01,経営動向,-,かなり増加,客単価DI,-,-,,160
2011-08-01,経営動向,-,かなり減少,客単価DI,-,-,,220
2011-08-01,経営動向,-,やや減少,客単価DI,-,-,,3480
2011-08-01,経営動向,-,変わらない,客単価DI,-,-,,3930
2011-08-01,経営動向,-,やや増加,客単価DI,-,-,,2200
2011-08-01,経営動向,-,かなり増加,客単価DI,-,-,,160
2011-09-01,経営動向,-,かなり減少,客単価DI,-,-,,350
2011-09-01,経営動向,-,やや減少,客単価DI,-,-,,3260
2011-09-01,経営動向,-,変わらない,客単価DI,-,-,,4240
2011-09-01,経営動向,-,やや増加,客単価DI,-,-,,2080
2011-09-01,経営動向,-,かなり増加,客単価DI,-,-,,70
2011-10-01,経営動向,-,かなり減少,客単価DI,-,-,,200
